"lng","lat"
"-87.9037","41.91968"
"-87.5698","41.61960"
"-87.6514","41.61745"
"-87.6013","41.81918"
"-87.5890","41.74055"
"-87.8031","41.99425"
"-87.5646","41.75840"
"-87.5520","41.73681"
"-88.0156","42.15288"
"-87.7216","41.87392"
"-87.6471","41.70774"
"-87.7637","41.88144"
"-87.5833","41.80174"
"-87.7069","41.57630"
"-87.6183","41.70881"
"-87.5919","41.81478"
"-87.6001","41.74034"
"-87.7311","41.74959"
"-87.6035","41.59494"
"-87.6886","41.47886"
"-87.7507","41.88889"
"-87.7469","41.87798"
"-87.6384","41.68249"
"-87.7150","41.85328"
"-87.7281","41.87795"
"-87.6790","41.99361"
"-87.6238","41.85331"
"-87.5681","41.71645"
"-87.6842","42.01726"
"-87.7332","41.89629"
"-87.6648","41.56229"
"-87.7288","41.68229"
"-87.7940","41.91929"
"-87.7598","41.89162"
"-87.5269","41.62498"
"-87.5668","41.62542"
"-87.5475","41.63581"
"-87.6611","41.69375"
"-87.6669","41.60445"
"-87.6182","41.61619"
"-87.7330","41.90139"
"-87.6195","41.69398"
"-87.5863","41.80024"
"-87.7220","41.93929"
"-87.6922","41.88929"
"-87.5546","41.75739"
"-87.7314","41.47646"
"-87.7797","41.91007"
"-87.5836","41.76424"
"-87.5874","41.58010"
"-87.8077","41.88511"
"-87.7297","41.87138"
"-87.6829","41.99537"
"-87.6035","41.79562"
"-87.6067","41.62659"
"-87.5605","41.75240"
"-87.7188","41.68745"
"-87.5535","41.56171"
"-87.6445","41.54048"
"-87.6705","41.47888"
"-87.5882","41.65587"
"-87.7243","41.89561"
"-87.5823","41.61535"
"-87.7967","41.91786"
"-87.6393","41.77724"
"-87.5685","41.62927"
"-87.5681","41.74205"
"-87.5660","41.73782"
"-87.6116","41.71118"
"-87.5314","41.61924"
"-87.5966","41.81280"
"-87.7866","41.58786"
"-87.6024","41.65325"
"-87.7165","41.87249"
"-88.2566","42.03096"
"-87.6824","41.97083"
"-87.7020","41.70682"
"-87.5610","41.75615"
"-87.7074","41.89345"
"-87.6711","41.75844"
"-87.6448","41.64526"
"-87.5530","41.54190"
"-87.8622","41.86109"
"-87.6916","41.75995"
"-87.6997","41.73850"
"-87.6027","41.70218"
"-87.6961","42.08049"
"-87.7111","41.75762"
"-87.8463","42.04457"
"-87.8522","41.87711"
"-87.6113","41.74573"
"-87.7243","41.87928"
"-87.5699","41.75314"
"-87.5862","41.77162"
"-87.7338","41.91330"
"-87.5826","41.74507"
"-87.7735","41.89631"
"-87.5372","41.73111"
"-87.6747","41.88065"
"-87.6484","41.75395"
"-87.6844","41.86964"
"-87.6527","41.95819"
"-87.5973","41.74785"
"-87.5945","41.81258"
"-87.5295","41.62491"
"-87.6429","41.77263"
"-87.6566","41.75276"
"-87.6913","41.74844"
"-87.6059","41.73833"
"-87.6218","41.50303"
"-87.6324","41.72467"
"-87.5512","41.61644"
"-87.6398","41.62940"
"-87.6205","41.72863"
"-87.6669","41.66621"
"-87.6664","41.73229"
"-87.6653","41.90267"
"-87.8001","41.94031"
"-87.7253","41.73721"
"-87.6564","41.96951"
"-87.6218","41.73716"
"-87.6538","41.75942"
"-87.6324","41.68939"
"-87.6593","41.74625"
"-87.6549","41.73345"
"-87.7097","41.76294"
"-87.7060","41.57623"
"-87.7565","41.56324"
"-87.6534","41.75018"
"-87.6743","41.79908"
"-87.6038","41.80230"
"-87.6603","41.68055"
"-87.7505","41.74957"
"-87.6367","41.63349"
"-87.6608","41.92652"
"-87.6535","41.74068"
"-87.6174","41.89136"
"-87.7898","41.52820"
"-87.6046","41.72286"
"-87.6516","41.72251"
"-87.6656","41.57476"
"-87.6866","41.55200"
"-87.6724","41.47860"
"-87.5684","41.76107"
"-87.7497","41.80295"
"-87.7828","41.87697"
"-87.6170","41.80272"
"-87.6702","41.61803"
"-87.5825","41.76358"
"-88.1258","42.05560"
"-87.6989","42.04786"
"-87.6824","41.64700"
"-87.7094","42.04384"
"-87.6753","41.53890"
"-87.8100","41.88272"
"-87.6185","41.70907"
"-87.5628","41.62702"
"-87.6076","41.77435"
"-87.5927","41.74963"
"-87.6758","41.47151"
"-87.7452","41.88065"
"-87.6737","41.98711"
"-87.5612","41.75174"
"-87.5718","41.72786"
"-87.9073","41.90161"
"-87.7516","41.89571"
"-87.7027","41.56221"
"-87.5624","41.76422"
"-87.8605","41.81100"
"-87.6056","41.80687"
"-87.5555","41.71045"
"-87.5666","41.72399"
"-87.6058","41.62398"
"-87.6495","41.88466"
"-87.8517","41.87732"
"-87.5372","41.60890"
"-87.7325","41.62007"
"-87.7207","41.87138"
"-87.5988","41.78174"
"-87.6282","41.81234"
"-87.5617","41.63135"
"-87.6664","41.73434"
"-87.5532","41.73215"
"-87.6652","41.57301"
"-87.7610","41.55291"
"-87.5560","41.74920"
"-87.7153","41.67585"
"-87.6082","41.74843"
"-87.6260","41.85860"
"-87.5560","41.73246"
"-87.6237","41.60652"
"-87.9117","41.87398"
"-87.7820","41.88067"
"-87.6918","41.91985"
"-87.6956","41.60834"
"-87.6393","41.71834"
"-87.6208","41.84060"
"-87.5855","41.75712"
"-87.6797","41.77574"
"-87.5770","41.62313"
"-87.6409","41.75657"
"-87.5974","41.62409"
"-87.6975","41.86941"
"-87.5849","41.74090"
"-87.6434","41.80335"
"-87.7881","41.90798"
"-87.6518","41.59401"
"-87.7353","41.90490"
"-87.6941","41.75308"
"-87.5323","41.55542"
"-87.7203","41.54822"
"-87.6299","41.72739"
"-87.7284","41.48517"
"-87.6307","41.71791"
"-87.7467","41.72312"
"-87.6509","41.50347"
"-87.7715","41.90656"
"-87.6864","41.77201"
"-87.6025","41.62509"
"-87.5252","41.62844"
"-87.8727","41.90333"
"-87.7635","41.89900"
"-87.6617","41.99466"
"-87.6588","41.75246"
"-87.5256","41.60969"
"-87.6695","41.78344"
"-87.7245","41.47661"
"-87.6866","41.82745"
"-87.8899","41.88934"
"-87.6979","41.83721"
"-87.7751","41.90312"
"-87.5427","41.59985"
"-87.6936","41.98364"
"-87.6763","41.69929"
"-87.6239","41.62551"
"-87.6254","41.67382"
"-87.6780","41.91222"
"-87.5582","41.62473"
"-87.7775","41.90949"
"-87.6580","41.90040"
"-87.6303","41.78341"
"-87.6704","41.74539"
"-87.9094","41.87674"
"-87.8320","41.73412"
"-87.7694","41.90574"
"-87.6862","41.62798"
"-87.6581","41.71701"
"-87.6987","41.87662"
"-87.6027","41.58962"
"-87.6532","41.74069"
"-87.6782","41.99348"
"-87.8488","41.86163"
"-87.7608","41.90225"
"-87.6711","42.01975"
"-87.6762","41.71177"
"-87.6095","41.78558"
"-87.7648","41.89537"
"-87.6410","41.70466"
"-87.6331","41.72243"
"-87.7149","41.85551"
"-87.5286","41.56639"
"-87.6775","41.53027"
"-87.6980","41.89175"
"-87.6539","41.97936"
"-87.7286","41.56529"
"-87.6720","41.58744"
"-87.8102","41.70451"
"-87.6927","41.62551"
"-87.6587","41.68028"
"-87.6726","41.61424"
"-87.6503","41.96381"
"-87.6464","41.68702"
"-87.6285","41.74511"
"-87.7305","41.52494"
"-87.5680","41.48886"
"-87.6569","41.61468"
"-87.6593","41.72387"
"-87.6153","41.69413"
"-87.6559","41.68974"
"-87.7228","41.89377"
"-87.5828","41.76824"
"-87.6473","41.74082"
"-87.6768","41.50778"
"-87.6761","41.88199"
"-87.5623","41.76162"
"-87.6084","41.62816"
"-87.5884","41.72740"
"-87.7404","41.88120"
"-87.6690","41.58266"
"-87.6464","41.69245"
"-87.6123","41.74715"
"-87.6126","41.74508"
"-87.5674","41.76824"
"-87.5467","41.63849"
"-87.8469","41.86639"
"-87.6493","41.79813"
"-87.6306","41.70984"
"-87.6204","41.89186"
"-87.6344","41.67836"
"-87.6070","41.74715"
"-87.6361","41.82556"
"-87.5840","41.58693"
"-87.6401","41.90704"
"-87.6516","41.97287"
"-87.8722","41.89464"
"-87.6152","41.69679"
"-87.6065","41.80626"
"-87.7590","41.87853"
"-87.7129","41.51081"
"-87.6685","42.00463"
"-87.6501","41.96770"
"-87.5674","41.77160"
"-87.6410","41.57334"
"-87.6525","41.95774"
"-87.7678","41.88485"
"-87.6117","41.75043"
"-87.7083","41.99169"
"-87.6901","41.55834"
"-87.5705","41.74829"
"-87.6793","41.71869"
"-87.6161","41.81751"
"-87.6724","41.65428"
"-87.7548","42.01331"
"-87.7165","41.56084"
"-87.6414","41.88104"
"-87.6892","41.75970"
"-87.5254","41.56170"
"-87.7685","41.68455"
"-87.6356","41.68166"
"-87.7115","41.63811"
"-87.6496","41.65722"
"-87.7699","41.86584"
"-87.7133","41.97029"
"-87.5746","41.76092"
"-87.5919","41.76472"
"-87.6722","41.73680"
"-87.6552","41.70059"
"-87.5333","41.57491"
"-87.6962","41.90107"
"-87.6036","41.75696"
"-87.7920","41.56616"
"-87.5257","41.57103"
"-87.8529","41.90228"
"-87.8789","41.88005"
"-87.7867","41.91053"
"-87.5254","41.56657"
"-87.6534","41.71866"
"-87.7134","41.51757"
"-87.6354","41.63246"
"-87.7207","41.90155"
"-87.5983","41.80143"
"-87.6329","41.72636"
"-87.7719","41.55700"
"-87.6463","41.80236"
"-87.6370","41.69825"
"-87.6273","41.62768"
"-87.7337","41.87834"
"-87.8941","41.88617"
"-87.6406","41.65909"
"-87.6913","41.57287"
"-87.6162","41.67895"
"-87.6643","41.76637"
"-87.6566","41.52569"
"-87.6489","41.55082"
"-87.6432","41.76374"
"-87.6303","41.53553"
"-87.7516","41.52183"
"-87.6929","41.61887"
"-87.6916","41.87114"
"-87.6157","41.71416"
"-87.6860","41.50067"
"-87.5613","41.56889"
"-87.6203","41.74388"
"-87.7110","41.76655"
"-87.5976","41.76604"
"-87.6423","41.62582"
"-87.7775","41.84878"
"-87.6319","41.69011"
"-87.7101","41.93342"
"-87.6353","41.68148"
"-87.6529","41.96457"
"-87.8741","42.01794"
"-87.6251","41.71369"
"-87.5870","41.80444"
"-87.6426","41.79794"
"-87.6858","41.76889"
"-87.5583","41.53068"
"-87.5768","41.76497"
"-87.5663","41.62472"
"-87.6669","41.69361"
"-87.6646","41.60997"
"-87.6161","41.70754"
"-87.6062","41.74792"
"-87.8734","41.92011"
"-87.5810","41.74880"
"-87.5936","41.62935"
"-87.6195","41.86180"
"-87.7078","41.48719"
"-87.6787","41.75934"
"-87.5780","41.76985"
"-87.5756","41.58084"
"-87.6973","41.85598"
"-87.6362","41.66240"
"-87.7107","41.63626"
"-87.7999","41.90667"
"-87.7037","41.85251"
"-87.9111","41.88664"
"-87.6591","41.71496"
"-87.5838","41.63434"
"-87.7418","41.52909"
"-87.6550","41.69758"
"-87.5996","41.82550"
"-87.6401","41.79536"
"-87.7580","41.90424"
"-87.7167","41.60197"
"-87.7075","41.89136"
"-87.6490","41.78039"
"-87.5549","41.47562"
"-87.6230","41.47499"
"-87.6131","41.77329"
"-87.7284","41.74587"
"-87.6680","41.78335"
"-87.5900","41.76280"
"-87.6182","41.64018"
"-87.6168","41.80665"
"-87.7710","41.89926"
"-87.6380","41.72167"
"-87.5905","41.76998"
"-87.6232","41.63372"
"-87.7558","41.87500"
"-87.6642","41.60384"
"-87.7670","41.89645"
"-87.8516","41.85813"
"-87.5657","41.70920"
"-87.8427","41.86500"
"-87.6159","41.63735"
"-87.7372","41.87474"
"-87.5801","41.54700"
"-87.6073","41.72895"
"-87.5811","41.75586"
"-87.6264","41.71295"
"-87.6113","41.53145"
"-87.6984","41.74776"
"-87.6462","41.75108"
"-87.7768","41.84746"
"-87.7070","41.54477"
"-87.6373","41.69831"
"-87.7008","41.71870"
"-87.7164","41.72495"
"-87.6508","41.61395"
"-87.6168","41.72656"
"-87.6661","41.73957"
"-87.8758","41.88423"
"-87.6246","41.75513"
"-87.6497","41.79191"
"-87.6540","41.80617"
"-87.6228","41.67947"
"-87.5884","41.71162"
"-87.5906","41.76977"
"-87.7287","41.73784"
"-87.6086","41.66371"
"-87.5935","41.72238"
"-87.6957","41.49934"
"-87.8662","42.05881"
"-87.5918","41.74533"
"-87.6176","41.83549"
"-87.6543","41.59099"
"-87.5844","41.75276"
"-87.6511","41.70006"
"-87.7537","41.89733"
"-87.6852","42.01392"
"-87.5516","41.75971"
"-87.6728","41.79857"
"-87.6636","41.74231"
"-87.6211","41.76606"
"-87.6830","41.85592"
"-87.6935","41.92588"
"-87.6009","41.81975"
"-87.6598","41.76980"
"-87.7057","41.86935"
"-87.7092","41.55177"
"-87.5707","41.60456"
"-87.6230","41.78768"
"-87.7376","41.85916"
"-87.6354","41.91980"
"-87.7327","41.88590"
"-87.5551","41.70981"
"-87.6980","41.87505"
"-87.6201","41.75569"
"-87.6663","41.86271"
"-87.6674","41.77946"
"-87.6641","41.79453"
"-87.6541","41.53999"
"-87.5735","41.76492"
"-87.8073","41.83260"
"-87.7173","41.56032"
"-87.6480","41.79218"
"-87.6798","41.60580"
"-87.5966","41.58667"
"-87.6522","41.72977"
"-87.6078","41.77709"
"-87.5636","41.71475"
"-87.6649","41.60129"
"-87.7763","41.91079"
"-87.6441","41.71930"
"-87.7158","41.85562"
"-87.6586","41.97216"
"-87.8364","41.59461"
"-87.6424","41.75653"
"-87.6434","41.79766"
"-87.5778","41.76308"
"-87.8017","41.89445"
"-87.6924","41.74683"
"-87.6580","41.59017"
"-87.6407","41.90707"
"-87.5258","41.65747"
"-87.6071","41.74537"
"-87.5778","41.77633"
"-87.7013","41.50260"
"-87.7219","41.86893"
"-87.6267","41.85376"
"-87.8025","41.88970"
"-87.5622","41.50590"
"-87.6185","41.74772"
"-87.5798","41.76274"
"-87.6797","42.01556"
"-87.5914","41.53981"
"-87.8549","41.87119"
"-87.5986","41.74776"
"-87.6615","42.00545"
"-87.6618","41.77741"
"-87.6801","42.01473"
"-87.6221","41.62578"
"-87.6247","41.78449"
"-87.5960","41.63635"
"-87.6950","42.04865"
"-87.6188","41.87208"
"-87.6599","41.71458"
"-87.7129","41.90679"
"-87.7583","41.87679"
"-87.5689","41.71174"
"-87.5616","41.76273"
"-87.5659","41.74007"
"-87.6946","41.77228"
"-87.5501","41.53439"
"-87.6179","41.64977"
"-88.0633","41.99607"
"-87.7516","41.89003"
"-87.8023","41.59434"
"-87.7274","41.87007"
"-87.7629","41.83835"
"-87.5606","41.76013"
"-87.7041","41.83030"
"-87.6157","41.83438"
"-87.5831","41.77955"
"-87.5624","41.74863"
"-87.6035","41.72712"
"-87.5616","41.55876"
"-87.6888","42.03657"
"-87.6590","41.53298"
"-87.6979","41.54261"
"-87.7852","42.02451"
"-87.6603","41.99650"
"-87.6088","41.75980"
"-87.7091","41.48978"
"-87.5541","41.75675"
"-87.7223","41.51635"
"-87.5873","41.72766"
"-87.7621","41.87704"
"-87.5624","41.76410"
"-87.6629","41.50866"
"-87.7056","41.95938"
"-87.8809","41.88409"
"-87.6212","41.79202"
"-87.5553","41.63390"
"-87.5806","41.74653"
"-87.5999","41.81781"
"-87.5882","41.76713"
"-87.5616","41.75938"
"-87.6715","41.57063"
"-87.8867","41.88889"
"-87.6508","41.79703"
"-87.6323","41.72553"
"-87.6402","41.66519"
"-87.6508","41.74920"
"-87.6212","41.82640"
"-87.6632","41.72199"
"-87.6169","41.84447"
"-87.7210","41.87835"
"-87.6902","41.87610"
"-87.6566","41.67410"
"-87.6622","42.00467"
"-87.6670","41.97198"
"-87.6256","41.80795"
"-87.7338","41.79510"
"-87.6332","41.67266"
"-87.6667","41.50248"
"-87.6300","41.85387"
"-87.6532","41.97083"
"-87.6118","41.74596"
"-87.6343","41.72259"
"-87.7068","41.88118"
"-87.7124","41.85565"
"-87.5524","41.53466"
"-87.7672","41.90433"
"-87.6412","41.91528"
"-87.8895","42.03787"
"-87.6833","41.99625"
"-87.6201","41.83302"
"-87.7182","41.89230"
"-87.7394","41.71767"
"-87.6575","41.96177"
"-87.6288","41.84099"
"-87.7911","41.85881"
"-87.6336","41.76556"
"-87.7295","41.85169"
"-87.6876","41.86727"
"-87.7683","41.87807"
"-87.6943","41.73832"
"-87.5859","41.61930"
"-87.8935","41.88306"
"-87.6658","41.70166"
"-87.6038","41.80087"
"-87.6909","42.02104"
"-87.6005","41.74768"
"-87.6622","41.85813"
"-87.6498","41.73673"
"-87.5640","41.62338"
"-87.5672","41.73660"
"-87.6148","41.74861"
"-87.7612","41.92630"
"-87.5607","41.62682"
"-87.6683","41.77098"
"-87.5996","41.60982"
"-87.7509","42.03360"
"-87.7101","41.91945"
"-87.6907","41.56446"
"-87.6695","41.92958"
"-87.6271","41.83863"
"-87.6858","41.50221"
"-87.6067","41.79976"
"-87.6651","41.71509"
"-87.6544","41.67086"
"-87.6504","41.77386"
"-87.7035","41.88110"
"-87.7573","41.90408"
"-87.6958","41.77322"
"-87.7531","41.92667"
"-87.7109","41.87130"
"-87.7194","41.85349"
"-87.6607","41.67954"
"-87.6926","41.77293"
"-87.7232","41.84955"
"-87.6082","41.82567"
"-87.6965","42.02637"
"-87.6762","41.79840"
"-87.5936","41.62619"
"-87.7637","41.89910"
"-87.5841","41.74489"
"-87.8842","41.85292"
"-87.6658","41.74280"
"-87.7694","41.51536"
"-87.8517","41.87158"
"-87.6132","41.78288"
"-87.6295","41.73400"
"-87.5641","41.70918"
"-87.5676","41.62390"
"-87.7019","42.05374"
"-87.6964","42.05547"
"-87.8802","41.87217"
"-87.7824","41.93020"
"-87.5473","41.57460"
"-87.6512","41.77762"
"-87.5869","41.72492"
"-87.7352","41.87708"
"-87.5952","41.77626"
"-87.7368","41.50869"
"-87.5667","41.75837"
"-87.6363","41.78235"
"-87.7453","41.88269"
"-87.6049","41.74895"
"-87.5894","41.76613"
"-87.5721","41.62095"
"-87.6103","41.74608"
"-87.6284","41.81461"
"-87.5795","41.76412"
"-87.6315","41.69761"
"-87.5643","41.75925"
"-87.8799","41.87767"
"-88.1959","41.99148"
"-87.5292","41.50349"
"-87.6546","41.49995"
"-87.6643","41.86691"
"-87.7701","41.90617"
"-87.5689","41.50734"
"-87.6786","41.99085"
"-87.6363","41.72970"
"-87.6103","41.73368"
"-87.6067","41.78183"
"-87.6548","41.86282"
"-87.7127","41.75958"
"-87.7420","41.88299"
"-87.6090","41.82549"
"-87.7718","41.90702"
"-87.5798","41.75090"
"-87.5282","41.57832"
"-87.6002","41.77565"
"-87.6239","41.86255"
"-87.6491","41.72937"
"-87.6439","41.77430"
"-87.6731","41.66074"
"-87.5972","41.77486"
"-87.5810","41.49908"
"-87.7112","41.87071"
"-87.5832","41.74301"
"-87.6768","42.01951"
"-87.7306","41.87536"
"-87.5970","41.54869"
"-87.7480","41.91092"
"-87.7512","41.86683"
"-87.6050","41.78164"
"-87.6515","41.68550"
"-87.5289","41.61590"
"-87.7342","41.54975"
"-87.8907","41.87476"
"-87.6211","41.72492"
"-87.5857","41.75940"
"-87.6046","41.80276"
"-87.6613","41.72428"
"-87.6879","41.86209"
"-87.6437","41.55472"
"-87.6309","41.79730"
"-87.8775","41.93282"
"-87.7431","41.92587"
"-87.6056","41.81889"
"-87.5970","41.76314"
"-87.8496","41.88010"
"-87.6900","41.99810"
"-87.6977","42.05660"
"-87.6077","41.76592"
"-87.6817","41.48669"
"-87.5654","41.72783"
"-87.5329","41.58003"
"-87.6358","41.72253"
"-87.6283","41.66254"
"-87.6250","41.71918"
"-87.7767","41.87052"
"-87.6332","41.78895"
"-87.6565","41.72254"
"-87.6914","42.05525"
"-87.6384","41.88150"
"-87.7050","41.87654"
"-87.5854","41.76980"
"-87.7311","41.86683"
"-87.6583","41.74753"
"-87.7151","41.56175"
"-87.6533","41.76598"
"-87.6754","41.75384"
"-87.6559","41.97030"
"-87.6194","41.81743"
"-87.8816","41.87621"
"-87.6568","41.73824"
"-87.6572","41.97820"
"-87.6353","41.63175"
"-87.7568","41.88816"
"-87.6284","41.79800"
"-87.6655","41.66287"
"-87.6686","41.79550"
"-87.6539","41.79220"
"-87.6620","41.58663"
"-87.6350","41.76717"
"-87.6519","41.96520"
"-87.6908","41.54259"
"-87.6008","41.74231"
"-87.7298","41.85492"
"-87.8920","41.62227"
"-87.8089","41.92028"
"-87.6253","41.62608"
"-87.7732","41.71732"
"-87.5983","41.81102"
"-87.6191","41.74687"
"-87.6039","41.65862"
"-87.5668","41.68594"
"-87.7756","41.93855"
"-87.6975","41.87987"
"-87.5827","41.80371"
"-87.5434","41.73410"
"-87.6297","41.63922"
"-87.8373","41.85599"
"-87.6550","41.76955"
"-87.6316","41.76262"
"-87.6089","41.75958"
"-87.8780","41.87104"
"-87.7666","41.87388"
"-87.6475","41.71210"
"-87.7282","41.86540"
"-87.6194","41.47002"
"-87.6231","41.54872"
"-87.5916","41.79876"
"-87.6222","41.78034"
"-87.6491","41.62877"
"-87.6587","41.49927"
"-87.6398","41.66797"
"-87.6529","41.76731"
"-87.6865","41.86755"
"-87.6037","41.74300"
"-87.5563","41.75842"
"-87.7603","41.90532"
"-87.7527","41.87870"
"-87.5714","41.76648"
"-87.6216","41.74051"
"-87.6280","41.71142"
"-87.8488","42.04800"
"-87.9048","41.88426"
"-87.8662","41.82119"
"-87.7058","41.74654"
"-87.6023","41.77700"
"-87.8925","41.88246"
"-87.6118","41.68795"
"-87.6151","41.82028"
"-87.7127","41.55049"
"-87.9608","42.00588"
"-87.6634","41.76985"
"-87.7682","41.91113"
"-87.5854","41.73999"
"-87.6305","41.75987"
"-87.5455","41.63223"
"-87.8765","41.86092"
"-87.7599","41.87319"
"-87.7985","41.92014"
"-87.7344","41.86040"
"-87.6023","41.73855"
"-87.7953","41.87582"
"-87.6620","42.01371"
"-87.6702","41.73403"
"-87.5647","41.63353"
"-87.6470","41.75434"
"-87.6947","41.98231"
"-87.7249","41.90040"
"-87.5654","41.74212"
"-87.7226","41.54753"
"-87.6133","41.74796"
"-87.6358","41.75809"
"-88.0311","41.99805"
"-87.5679","41.77145"
"-87.6365","41.73409"
"-87.5930","41.77854"
"-87.5553","41.53592"
"-87.6417","41.75203"
"-87.7133","41.87042"
"-87.5631","41.75589"
"-87.6156","41.74706"
"-87.5259","41.61769"
"-87.7681","41.88423"
"-87.5347","41.61456"
"-87.6083","41.73787"
"-87.5973","41.74291"
"-87.7037","41.89709"
"-87.6048","41.59625"
"-88.0137","42.15178"
"-87.6810","41.73143"
"-87.6939","41.77399"
"-87.7503","41.88099"
"-87.6466","41.69345"
"-87.7436","41.47254"
"-87.6257","41.78887"
"-87.7901","41.85419"
"-87.6563","41.72726"
"-87.6637","42.00484"
"-87.6978","41.73686"
"-87.6980","41.74477"
"-87.6341","41.72565"
"-87.6588","41.74613"
"-87.6049","41.81206"
"-87.6628","41.78700"
"-87.5838","41.79856"
"-87.6008","41.75242"
"-87.8687","41.81427"
"-87.7810","41.88145"
"-87.8013","41.77854"
"-87.6135","41.75184"
"-87.5612","41.76427"
"-87.6815","41.77243"
"-87.7011","41.55171"
"-87.6204","41.69880"
"-87.5617","41.61902"
"-87.6519","41.73683"
"-88.1719","42.00650"
"-87.5946","41.74885"
"-87.7292","41.75200"
"-87.5972","41.74561"
"-88.0942","42.04361"
"-87.6889","41.78202"
"-87.8659","41.88371"
"-87.7228","41.54837"
"-87.6630","41.86446"
"-87.6347","41.66738"
"-87.6578","41.99575"
"-87.6634","41.71239"
"-87.8285","41.85367"
"-87.7361","41.51347"
"-87.6993","42.00572"
"-87.6918","41.54375"
"-87.7166","41.85991"
"-87.7248","41.73533"
"-87.7438","41.87514"
"-87.6864","42.04885"
"-87.7385","41.78092"
"-87.6567","41.49903"
"-87.6642","41.76386"
"-87.6081","41.73956"
"-87.5652","41.75978"
"-87.6525","41.49315"
"-87.6538","41.96473"
"-87.6183","41.78685"
