"","lng","lat"
"126","-87.9387","42.12915"
"127","-87.5272","41.62570"
"128","-87.7911","41.92427"
"129","-87.6843","41.96376"
"130","-87.7214","41.63727"
"131","-87.8122","41.93410"
"132","-87.7891","41.84753"
"133","-87.7491","41.94672"
"134","-87.7270","41.73349"
"135","-87.7747","41.87006"
"136","-87.7097","41.78734"
"137","-87.7448","41.49361"
"138","-87.8006","41.97889"
"139","-87.8016","41.82296"
"140","-88.2544","41.99811"
"141","-87.7234","41.83721"
"142","-87.7305","41.96488"
"143","-87.7668","41.74968"
"144","-87.7415","41.86762"
"145","-87.6676","41.75978"
"146","-87.5538","41.73651"
"147","-88.0089","42.05918"
"148","-87.7582","41.89230"
"149","-87.6582","41.85810"
"150","-87.7257","41.74720"
"151","-87.6767","41.85407"
"152","-87.7954","41.81721"
"153","-87.6644","41.98026"
"154","-87.8297","41.71633"
"155","-87.9715","42.02641"
"156","-87.6885","41.75815"
"157","-87.7388","41.91793"
"158","-87.7095","41.78624"
"159","-87.6969","41.98331"
"160","-87.7365","41.79758"
"161","-88.0865","42.11122"
"162","-87.9462","42.07929"
"163","-87.7467","41.92655"
"164","-87.8849","41.91843"
"165","-87.8779","41.96198"
"166","-87.7219","41.92141"
"167","-87.7142","41.93429"
"168","-87.7331","41.90591"
"169","-87.7674","41.82269"
"170","-87.8433","41.80734"
"171","-87.7379","42.03158"
"172","-87.7083","41.79888"
"173","-87.7754","41.85843"
"174","-87.6639","41.97704"
"175","-87.5682","41.64642"
"176","-87.7262","41.83804"
"177","-87.8883","41.85891"
"178","-87.5393","41.70464"
"179","-87.7170","41.84080"
"180","-87.6630","41.79793"
"181","-87.5246","41.69461"
"182","-87.7095","41.97335"
"183","-87.6868","41.78915"
"184","-87.7464","41.70332"
"185","-87.7819","41.88415"
"186","-87.7242","41.84810"
"187","-87.5852","41.63541"
"188","-87.7978","41.79307"
"189","-87.7803","41.82395"
"190","-88.1086","42.01540"
"191","-87.6933","41.50187"
"192","-87.6474","41.71152"
"193","-87.7014","41.95866"
"194","-87.7028","41.92231"
"195","-87.7509","41.80488"
"196","-87.8156","41.93876"
"197","-87.8583","41.89863"
"198","-87.7872","41.92460"
"199","-87.5464","41.59632"
"200","-87.7605","41.92670"
"201","-87.7723","41.85621"
"202","-87.6963","41.99120"
"203","-87.6838","41.76671"
"204","-87.5579","41.72452"
"205","-87.7538","41.83567"
"206","-87.6404","41.82803"
"207","-87.7095","41.76363"
"208","-87.7811","41.69995"
"209","-87.6660","41.85323"
"210","-87.8869","41.85537"
"211","-87.6544","41.96387"
"212","-87.7690","41.99842"
"213","-87.7164","41.79718"
"214","-88.0097","42.14486"
"215","-87.7931","41.96175"
"216","-87.7007","41.68562"
"217","-87.7486","41.94075"
"218","-87.7033","41.78884"
"219","-87.6344","41.73071"
"220","-87.7783","41.72480"
"221","-87.5582","41.73459"
"222","-88.0925","42.04418"
"223","-87.5710","41.73015"
"224","-87.5427","41.65283"
"225","-87.9647","41.66271"
"226","-87.7125","41.89798"
"227","-87.6817","41.63275"
"228","-87.6510","41.74465"
"229","-87.5346","41.70718"
"230","-88.2451","42.05783"
"231","-88.1580","41.99594"
"232","-87.7000","41.84720"
"233","-87.8660","42.12209"
"234","-87.8042","41.93134"
"235","-87.6086","41.65233"
"236","-87.6657","41.68102"
"237","-87.6331","41.82246"
"238","-87.7930","42.02031"
"239","-87.8499","41.88454"
"240","-87.7964","41.63403"
"241","-87.6724","41.80513"
"242","-87.6452","41.93627"
"243","-87.6769","42.00237"
"244","-87.7094","41.70294"
"245","-87.7767","41.85343"
"246","-87.6592","41.80271"
"247","-87.8509","42.05203"
"248","-87.6940","41.78102"
"249","-87.7848","41.95334"
"250","-87.7765","41.58074"
"251","-87.6495","41.92038"
"252","-87.7150","41.82782"
"253","-87.7088","41.92199"
"254","-87.7206","41.85634"
"255","-87.6978","41.74869"
"256","-87.7382","41.83745"
"257","-87.6032","41.74256"
"258","-87.7954","41.77561"
"259","-87.9792","41.65055"
"260","-87.6958","41.87671"
"261","-87.7704","41.85170"
"262","-87.6675","42.00451"
"263","-87.6334","41.78143"
"264","-87.6985","41.79903"
"265","-87.9458","42.03131"
"266","-87.6298","41.90231"
"267","-87.7804","41.83931"
"268","-87.8731","41.90593"
"269","-87.6214","41.73781"
"270","-87.6775","41.81283"
"271","-87.9270","42.12099"
"272","-87.7432","41.69438"
"273","-87.6566","41.94064"
"274","-87.9946","41.66009"
"275","-87.6781","41.94689"
"276","-87.7829","41.93032"
"277","-87.7539","41.83586"
"278","-87.6688","41.75072"
"279","-87.6343","41.92110"
"280","-87.8056","41.86119"
"281","-87.7205","41.63191"
"282","-87.7770","41.99672"
"283","-87.5730","41.73358"
"284","-87.7637","41.97190"
"285","-87.6166","41.89103"
"286","-87.6489","41.77723"
"287","-87.6850","42.00823"
"288","-87.7544","41.83817"
"289","-87.7422","42.04441"
"290","-87.6883","41.81537"
"291","-87.7271","41.87620"
"292","-87.7026","41.62573"
"293","-87.7633","41.94749"
"294","-87.7514","41.62041"
"295","-87.7693","41.71528"
"296","-88.2446","42.03641"
"297","-87.7889","41.92239"
"298","-87.9077","42.12876"
"299","-87.7404","41.86251"
"300","-87.7161","41.78255"
"301","-87.7173","41.88842"
"302","-87.6995","42.01106"
"303","-87.7322","41.78347"
"304","-87.8320","41.68553"
"305","-87.6500","41.95780"
"306","-87.6931","41.79434"
"307","-87.8068","41.60113"
"308","-87.7641","41.79477"
"309","-87.7378","41.91445"
"310","-87.7877","41.94056"
"311","-87.7773","41.85789"
"312","-87.9165","42.04513"
"313","-87.6525","41.93454"
"314","-87.6667","41.64867"
"315","-87.6230","41.89701"
"316","-87.7708","41.85873"
"317","-87.7253","41.96187"
"318","-87.7021","41.79096"
"319","-87.6917","41.90337"
"320","-87.8755","41.93142"
"321","-87.9673","42.14431"
"322","-87.8921","42.01911"
"323","-87.7454","41.92135"
"324","-87.8936","41.92305"
"325","-87.7795","41.85120"
"326","-87.6743","41.63057"
"327","-87.6399","41.93443"
"328","-87.8935","42.10913"
"329","-88.1841","42.01703"
"330","-87.6871","41.78667"
"331","-87.8589","41.62171"
"332","-87.7955","41.92553"
"333","-87.7560","41.83755"
"334","-87.7372","41.78324"
"335","-87.7140","41.92905"
"336","-87.6832","41.92829"
"337","-87.7847","41.79247"
"338","-87.7319","41.80871"
"339","-87.7502","41.93612"
"340","-87.7507","41.84579"
"341","-87.6966","41.79767"
"342","-87.6974","41.77589"
"343","-87.7831","41.94686"
"344","-87.8412","41.96864"
"345","-87.7383","41.84172"
"346","-87.6670","41.98372"
"347","-87.8104","41.75679"
"348","-87.7231","41.87166"
"349","-87.7004","41.69895"
"350","-87.7786","41.86145"
"351","-87.7248","41.90438"
"352","-87.8006","41.92827"
"353","-88.0369","42.11967"
"354","-87.6716","41.56360"
"355","-87.7260","41.56674"
"356","-88.1746","42.02514"
"357","-87.7499","41.85943"
"358","-87.6889","41.81953"
"359","-87.5474","41.73754"
"360","-87.7037","41.55238"
"361","-87.7105","41.96333"
"362","-87.7272","41.78609"
"363","-87.6699","41.73416"
"364","-87.7687","41.77997"
"365","-87.7103","41.83954"
"366","-87.6512","41.59850"
"367","-87.7559","41.83665"
"368","-87.7505","42.07357"
"369","-87.7478","41.85774"
"370","-87.6205","41.73758"
"371","-87.6703","41.81701"
"372","-87.6626","41.96730"
"373","-87.6903","41.82941"
"374","-87.5886","41.76257"
"375","-87.6329","41.67216"
"376","-87.9844","42.01372"
"377","-87.7292","41.67695"
"378","-87.6275","41.71195"
"379","-87.8503","41.88501"
"380","-87.8891","42.00685"
"381","-87.7740","41.88464"
"382","-87.7072","41.84999"
"383","-87.9328","42.12103"
"384","-87.7114","41.85024"
"385","-87.7968","41.76105"
"386","-87.9428","42.03738"
"387","-88.0350","42.12282"
"388","-87.8572","41.82978"
"389","-87.9088","42.02426"
"390","-87.7337","41.91750"
"391","-87.7435","41.94816"
"392","-87.7614","41.96892"
"393","-87.5996","41.67653"
"394","-87.6509","41.75588"
"395","-87.7487","41.81168"
"396","-88.0366","42.13228"
"397","-87.6885","41.75749"
"398","-87.7684","41.83002"
"399","-87.7091","41.83780"
"400","-88.0814","42.05812"
"401","-87.7293","41.91947"
"402","-87.8058","41.94534"
"403","-87.7212","41.78837"
"404","-87.7131","41.71420"
"405","-87.6264","41.68612"
"406","-87.7908","41.85706"
"407","-87.8206","42.02681"
"408","-87.5656","41.56155"
"409","-87.6993","41.77697"
"410","-87.7259","41.83710"
"411","-87.7588","41.86105"
"412","-87.7466","41.93907"
"413","-87.5439","41.66104"
"414","-87.8976","41.88639"
"415","-87.7339","41.92005"
"416","-87.7000","42.02867"
"417","-87.7025","41.81993"
"418","-87.7558","42.06661"
"419","-87.8710","41.92359"
"420","-87.7060","41.92968"
"421","-87.7589","41.95877"
"422","-87.7079","41.63175"
"423","-87.8920","42.11241"
"424","-87.6735","41.48153"
"425","-87.5865","41.73848"
"426","-87.6540","41.96600"
"427","-87.6552","41.91279"
"428","-87.5264","41.70781"
"429","-87.7866","41.88522"
"430","-87.7987","41.66834"
"431","-87.6169","41.69515"
"432","-88.1274","42.01518"
"433","-87.7455","41.93279"
"434","-87.6331","41.91056"
"435","-87.7217","41.77996"
"436","-87.9580","42.02837"
"437","-87.7019","41.82135"
"438","-87.7907","41.84539"
"439","-87.7715","42.00679"
"440","-87.6823","41.70803"
"441","-87.7381","41.89585"
"442","-87.7076","41.95457"
"443","-88.1792","42.01733"
"444","-87.7236","41.95443"
"445","-87.7862","41.53248"
"446","-87.7424","41.93247"
"447","-87.9538","42.15185"
"448","-88.1715","42.02396"
"449","-88.0838","42.03937"
"450","-87.7100","41.83873"
"451","-87.6472","41.95698"
"452","-87.6785","42.05190"
"453","-87.6831","41.85763"
"454","-87.7324","41.87532"
"455","-87.6440","41.93171"
"456","-87.7053","41.98447"
"457","-87.6879","41.78066"
"458","-87.8185","41.83140"
"459","-87.6977","41.93455"
"460","-87.6683","41.75507"
"461","-87.7136","41.78781"
"462","-87.8379","41.73679"
"463","-87.7577","41.82787"
"464","-87.6941","41.81973"
"465","-87.5401","41.70295"
"466","-87.8290","41.83587"
"467","-87.6782","41.46995"
"468","-87.8969","42.00393"
"469","-87.6810","42.01955"
"470","-87.7303","41.82461"
"471","-87.7231","41.96848"
"472","-87.7429","41.77492"
"473","-87.7271","41.80117"
"474","-87.6378","41.72662"
"475","-87.6351","41.91273"
"476","-87.6343","41.71724"
"477","-88.0197","42.08772"
"478","-87.6983","42.05367"
"479","-87.6579","41.98561"
"480","-87.7730","41.74298"
"481","-88.2430","42.04894"
"482","-87.7837","41.83938"
"483","-87.6854","41.77229"
"484","-88.0164","42.13466"
"485","-87.7320","41.98311"
"486","-87.7007","41.67354"
"487","-87.7138","41.90799"
"488","-87.7679","41.92624"
"489","-87.6950","41.82112"
"490","-87.6454","41.93920"
"491","-87.7193","41.84132"
"492","-87.7608","41.85904"
"493","-87.6527","41.50627"
"494","-87.6692","41.83095"
"495","-87.9008","41.91371"
"496","-87.6958","41.94258"
"497","-87.7336","41.90802"
"498","-87.7868","41.91952"
"499","-87.9451","42.07387"
"500","-87.7643","41.84463"
"501","-87.8133","42.07536"
"502","-88.2004","42.00991"
"503","-87.9108","42.01373"
"504","-87.9588","42.03859"
"505","-87.7569","41.84648"
"506","-87.7583","41.97318"
"507","-87.7094","41.69191"
"508","-87.8032","41.77447"
"509","-87.7389","41.75166"
"510","-87.7519","41.95065"
"511","-87.8360","41.85322"
"512","-87.7696","41.94973"
"513","-87.7655","41.92716"
"514","-87.7002","41.79492"
"515","-87.7329","41.78361"
"516","-87.6978","41.93572"
"517","-87.6710","42.02144"
"518","-87.7512","41.92814"
"519","-87.7961","41.99499"
"520","-87.6692","41.79692"
"521","-87.7025","41.84719"
"522","-87.7203","41.77245"
"523","-87.7906","41.84078"
"524","-87.6343","41.72223"
"525","-87.7723","41.94813"
"526","-87.7491","41.94450"
"527","-87.6658","41.79939"
"528","-87.7398","41.82698"
"529","-87.6549","41.97455"
"530","-87.7074","41.95228"
"531","-87.7191","41.84067"
"532","-87.7718","41.85809"
"533","-88.1339","42.05833"
"534","-87.6389","41.92368"
"535","-87.8418","42.01747"
"536","-87.7800","41.74956"
"537","-87.6732","41.97505"
"538","-87.9322","42.01619"
"539","-87.7635","41.94341"
"540","-87.8853","41.85276"
"541","-87.7821","41.85088"
"542","-87.6550","41.93794"
"543","-87.7795","41.73901"
"544","-87.9438","42.14850"
"545","-87.6103","41.70932"
"546","-87.7061","41.76637"
"547","-87.7858","41.86338"
"548","-87.7261","41.93464"
"549","-87.5638","41.59148"
"550","-87.7292","41.92448"
"551","-87.6500","41.97722"
"552","-87.9330","42.10855"
"553","-87.7162","41.91855"
"554","-87.7248","41.74443"
"555","-87.7165","41.95591"
"556","-87.7139","41.79136"
"557","-87.9383","42.13943"
"558","-87.7148","41.84164"
"559","-87.7597","41.70792"
"560","-87.6882","41.77557"
"561","-87.8060","42.04355"
"562","-87.7173","41.78994"
"563","-87.7118","41.78669"
"564","-87.7147","41.74385"
"565","-87.5313","41.61121"
"566","-87.7701","41.84881"
"567","-87.7163","41.94664"
"568","-87.7183","41.90446"
"569","-87.7662","41.92024"
"570","-87.6821","42.05256"
"571","-87.7039","41.77717"
"572","-88.0323","42.07722"
"573","-87.9995","42.11325"
"574","-87.8563","42.06702"
"575","-87.7229","41.83514"
"576","-87.7882","41.71440"
"577","-87.5363","41.69567"
"578","-87.7034","41.84668"
"579","-87.6991","41.84704"
"580","-87.8405","41.84599"
"581","-87.7290","41.78249"
"582","-87.6719","41.97995"
"583","-87.6895","41.80308"
"584","-87.6941","41.85859"
"585","-87.7285","41.83734"
"586","-87.6460","41.76570"
"587","-87.6558","41.66687"
"588","-87.5983","41.74994"
"589","-87.9459","42.06781"
"590","-87.7090","41.55969"
"591","-87.7369","41.78287"
"592","-87.8127","42.03572"
"593","-88.1381","42.00955"
"594","-87.7086","41.95166"
"595","-87.7324","41.96434"
"596","-87.7939","41.85539"
"597","-87.8629","41.57160"
"598","-87.7400","41.87331"
"599","-87.6561","41.98871"
"600","-87.6474","41.84049"
"601","-87.7394","41.77970"
"602","-87.7218","41.95873"
"603","-87.6572","41.93850"
"604","-87.7470","41.92730"
"605","-87.7954","41.84076"
"606","-87.8944","41.88163"
"607","-87.6419","41.94714"
"608","-87.5332","41.70015"
"609","-87.6895","41.78059"
"610","-87.7226","41.91270"
"611","-87.8916","42.10539"
"612","-87.8410","42.03388"
"613","-87.8177","41.81960"
"614","-87.8850","42.02139"
"615","-87.7094","41.91494"
"616","-87.7818","41.74982"
"617","-87.6720","41.88585"
"618","-87.8744","42.12749"
"619","-87.7352","41.83957"
"620","-87.7333","41.78499"
"621","-87.8863","41.84213"
"622","-87.7567","41.92414"
"623","-87.6386","41.55023"
"624","-87.7051","41.69176"
"625","-87.5324","41.58092"
"626","-87.6969","41.78950"
"627","-87.8531","41.87817"
"628","-87.7163","41.83383"
"629","-87.7121","41.96567"
"630","-87.7086","41.83143"
"631","-88.1094","42.00555"
"632","-87.7148","41.92531"
"633","-87.7160","41.81325"
"634","-87.7458","41.93993"
"635","-87.9874","41.68053"
"636","-87.7757","41.82567"
"637","-87.6905","41.97727"
"638","-87.7221","41.96217"
"639","-87.6701","41.85487"
"640","-88.0512","42.07278"
"641","-87.5518","41.56772"
"642","-87.7492","41.80124"
"643","-87.5558","41.52859"
"644","-87.6583","41.85807"
"645","-87.7963","41.79602"
"646","-87.8620","42.04147"
"647","-87.7150","41.96163"
"648","-87.8036","41.90529"
"649","-87.7494","41.73930"
"650","-87.7296","41.78833"
"651","-87.7974","41.88989"
"652","-87.7243","42.04976"
"653","-87.8703","42.00380"
"654","-88.0972","42.05567"
"655","-87.7089","41.78661"
"656","-87.6440","41.92893"
"657","-87.7309","41.90343"
"658","-87.7336","41.78001"
"659","-87.6211","41.54187"
"660","-87.6955","41.84481"
"661","-87.6394","41.89912"
"662","-87.8118","42.13935"
"663","-87.7486","41.93699"
"664","-87.6999","41.78681"
"665","-87.5665","41.76333"
"666","-87.7131","41.84505"
"667","-87.6267","41.82874"
"668","-87.5545","41.59525"
"669","-87.7046","41.94694"
"670","-87.7677","41.85104"
"671","-87.6870","41.78736"
"672","-88.2425","42.02048"
"673","-87.6899","41.91999"
"674","-87.7219","41.92611"
"675","-87.7325","41.96727"
"676","-87.7091","41.82329"
"677","-87.8424","41.97920"
"678","-87.5725","41.72882"
"679","-87.6733","41.80318"
"680","-87.6970","41.47794"
"681","-87.5981","41.79810"
"682","-87.7068","41.84849"
"683","-87.7257","41.67336"
"684","-87.5378","41.69231"
"685","-87.7158","41.76656"
"686","-87.8577","42.02541"
"687","-87.7171","41.96749"
"688","-87.6688","41.85715"
"689","-87.6631","41.95517"
"690","-87.7166","41.91161"
"691","-87.7849","41.78612"
"692","-87.7636","42.00182"
"693","-87.7056","41.95528"
"694","-87.6417","41.52382"
"695","-87.7532","41.93956"
"696","-87.9409","42.04079"
"697","-87.7216","41.93981"
"698","-87.7497","41.88607"
"699","-88.1653","42.01177"
"700","-87.6642","41.72605"
"701","-87.6315","41.72925"
"702","-87.7319","41.89903"
"703","-87.8700","41.61288"
"704","-87.9084","42.12779"
"705","-87.5858","41.59241"
"706","-87.7715","42.14820"
"707","-87.6917","41.90829"
"708","-87.6124","41.82512"
"709","-87.6928","41.90138"
"710","-87.6751","42.03222"
"711","-87.7150","41.78975"
"712","-87.5702","41.48965"
"713","-87.7222","41.80516"
"714","-87.9345","42.13382"
"715","-87.8184","41.73822"
"716","-87.6090","41.78108"
"717","-87.7176","41.74635"
"718","-87.6686","42.01474"
"719","-87.6805","41.85625"
"720","-87.6542","41.60728"
"721","-88.1600","42.00941"
"722","-87.8364","41.73326"
"723","-87.6103","41.75878"
"724","-87.6919","41.99565"
"725","-87.6838","41.97922"
"726","-87.6417","41.94120"
"727","-87.7236","41.84076"
"728","-87.8157","42.00796"
"729","-87.7348","41.91387"
"730","-87.6354","41.69998"
"731","-87.7107","41.78386"
"732","-87.7921","41.88487"
"733","-87.7317","41.90313"
"734","-87.6438","41.68192"
"735","-87.7418","41.77564"
"736","-87.7383","41.83441"
"737","-88.0093","42.05865"
"738","-87.6426","41.93125"
"739","-88.2543","42.05656"
"740","-87.9619","42.03717"
"741","-87.6788","42.06513"
"742","-87.6978","41.78677"
"743","-87.6748","41.47740"
"744","-87.7543","41.80146"
"745","-87.7199","41.76827"
"746","-87.8488","41.86194"
"747","-88.2626","42.02433"
"748","-87.6913","41.79032"
"749","-87.7442","41.82290"
"750","-87.6915","41.95618"
"751","-88.0030","42.05133"
"752","-87.6845","41.66671"
"753","-87.6707","41.94148"
"754","-87.6879","41.51010"
"755","-87.7059","41.85287"
"756","-87.7248","41.91517"
"757","-87.8143","41.68642"
"758","-87.6770","41.85086"
"759","-87.7339","41.78502"
"760","-87.8066","41.93279"
"761","-87.6945","41.79761"
"762","-87.8895","41.92310"
"763","-87.6907","41.82119"
"764","-87.6405","41.94078"
"765","-87.8544","41.93401"
"766","-88.0039","42.05481"
"767","-87.8794","42.01786"
"768","-87.7345","41.90697"
"769","-87.8378","41.80869"
"770","-87.9120","41.86474"
"771","-87.6415","41.89385"
"772","-87.7461","42.07022"
"773","-87.7445","41.74952"
"774","-87.6949","41.90587"
"775","-87.8550","41.84321"
"776","-87.7489","41.91066"
"777","-87.6796","41.82420"
"778","-87.7398","41.70539"
"779","-87.7098","41.79737"
"780","-88.1624","41.99383"
"781","-87.6456","41.91187"
"782","-87.6105","41.81177"
"783","-87.7597","41.92041"
"784","-87.5885","41.79825"
"785","-87.7859","41.85169"
"786","-87.7268","41.80310"
"787","-87.8894","42.11757"
"788","-87.8404","42.09285"
"789","-88.1869","42.02445"
"790","-87.8626","42.04467"
"791","-87.8885","41.56307"
"792","-87.7843","41.85119"
"793","-87.9928","42.09340"
"794","-87.6823","41.82495"
"795","-87.6782","41.78370"
"796","-87.6978","41.94754"
"797","-87.7235","41.83551"
"798","-87.6686","41.57828"
"799","-87.7120","41.69618"
"800","-87.7709","41.85518"
"801","-87.7625","41.85695"
"802","-87.7437","41.95303"
"803","-87.6926","41.79857"
"804","-87.7394","41.80216"
"805","-88.1778","42.03324"
"806","-87.7675","41.94506"
"807","-87.6849","41.82114"
"808","-87.8250","42.04185"
"809","-87.7993","41.89339"
"810","-87.7380","41.87426"
"811","-87.8060","41.98391"
"812","-87.7074","41.84102"
"813","-88.0189","42.13577"
"814","-87.6967","41.71385"
"815","-87.7274","41.83932"
"816","-87.7558","42.03052"
"817","-87.6637","41.80294"
"818","-87.7354","41.79406"
"819","-87.7885","41.97199"
"820","-87.5933","41.78337"
"821","-87.6140","41.73997"
"822","-87.7148","41.83411"
"823","-87.7984","41.85638"
"824","-87.8748","41.93140"
"825","-87.6321","41.87560"
"826","-87.7647","41.97566"
"827","-87.7579","41.83239"
"828","-87.8658","42.00021"
"829","-87.7706","41.86348"
"830","-87.8928","41.88682"
"831","-87.7764","41.84805"
"832","-87.7078","41.95000"
"833","-87.6741","42.01787"
"834","-87.9972","42.12598"
"835","-87.9522","42.04335"
"836","-87.6304","41.55331"
"837","-87.8131","41.94112"
"838","-87.6836","42.00703"
"839","-87.5393","41.56665"
"840","-87.7446","41.69313"
"841","-87.6540","41.79621"
"842","-87.8095","42.05113"
"843","-87.7652","41.96516"
"844","-87.7058","41.95042"
"845","-87.7385","41.91872"
"846","-87.9077","41.57465"
"847","-87.7868","41.85659"
"848","-87.7504","41.94217"
"849","-87.7932","41.97871"
"850","-87.6563","41.76541"
"851","-87.8221","41.98533"
"852","-87.6197","41.64036"
"853","-87.7613","41.77535"
"854","-87.7741","42.04361"
"855","-87.6872","41.54461"
"856","-87.7902","41.93968"
"857","-87.5388","41.68775"
"858","-87.6615","41.80150"
"859","-87.7488","41.85564"
"860","-87.7298","41.91303"
"861","-87.8305","42.07785"
"862","-87.6954","41.86384"
"863","-87.7181","41.96721"
"864","-87.6773","41.95993"
"865","-87.7217","41.83785"
"866","-87.5259","41.70176"
"867","-87.6603","41.67947"
"868","-87.9385","42.01561"
"869","-87.8462","41.89326"
"870","-87.7912","41.93197"
"871","-87.7815","41.98657"
"872","-88.0524","42.08011"
"873","-87.6365","41.50094"
"874","-87.7499","41.93555"
"875","-87.6698","41.83246"
"876","-87.7704","41.92148"
"877","-87.6290","41.50276"
"878","-87.6057","41.76653"
"879","-87.7177","41.77345"
"880","-87.8067","41.70486"
"881","-87.8453","42.10955"
"882","-87.6759","41.85801"
"883","-87.7165","41.84833"
"884","-87.7664","41.97519"
"885","-87.7386","41.77574"
"886","-87.9913","42.08093"
"887","-87.6940","41.92921"
"888","-87.7080","41.82295"
"889","-87.6835","41.99452"
"890","-87.6561","41.79137"
"891","-87.6653","41.80462"
"892","-87.8105","42.06084"
"893","-87.7219","41.93622"
"894","-87.7714","41.93661"
"895","-87.6546","41.83706"
"896","-87.7260","41.97043"
"897","-87.8902","42.10610"
"898","-87.6240","41.58870"
"899","-87.6490","41.74749"
"900","-87.7065","41.87096"
"901","-87.6817","41.89107"
"902","-87.6167","41.66647"
"903","-87.6218","41.88140"
"904","-87.8153","41.88550"
"905","-87.6267","41.88849"
"906","-87.6468","41.87869"
"907","-87.6945","41.79434"
"908","-87.9889","42.07661"
"909","-87.6890","41.79818"
"910","-87.7660","41.85303"
"911","-87.5705","41.58006"
"912","-88.1335","42.05858"
"913","-87.5773","41.77558"
"914","-87.7934","41.89304"
"915","-87.9419","42.13466"
"916","-87.8940","41.73995"
"917","-87.6250","41.86075"
"918","-87.7522","41.96228"
"919","-87.7375","41.93476"
"920","-88.0319","42.13502"
"921","-87.7116","41.92485"
"922","-87.7095","41.92694"
"923","-87.6543","41.70453"
"924","-87.6473","41.78033"
"925","-87.7944","41.85541"
"926","-87.7259","41.84451"
"927","-87.7226","41.89547"
"928","-87.6873","41.79750"
"929","-87.7863","41.92744"
"930","-87.7952","41.94187"
"931","-87.6670","41.80488"
"932","-87.7488","41.81041"
