"","lng","lat"
"82","-87.6346","41.84684"
"83","-87.7841","41.98652"
"84","-87.9221","42.04695"
"85","-87.6974","41.81529"
"86","-87.6681","41.88956"
"87","-87.6909","41.98175"
"88","-87.6465","41.83625"
"89","-87.8632","42.09017"
"90","-87.8022","41.93866"
"91","-87.7853","42.02306"
"92","-87.6853","41.93784"
"93","-87.6382","41.87803"
"94","-87.6656","41.87044"
"95","-87.6816","42.03523"
"96","-87.7589","41.92418"
"97","-87.6646","41.96969"
"98","-87.6531","41.97524"
"99","-87.6315","41.83962"
"100","-87.7958","41.72156"
"101","-87.6188","41.89303"
"102","-87.7224","41.99905"
"103","-87.6140","41.88643"
"104","-87.9189","42.05003"
"105","-88.2493","42.04686"
"106","-87.6558","41.97167"
"107","-87.8221","42.05264"
"108","-87.6510","41.94567"
"109","-87.7440","42.06342"
"110","-88.0877","42.04946"
"111","-88.1053","42.06595"
"112","-87.9028","41.55753"
"113","-87.8998","41.61849"
"114","-87.7075","41.91025"
"115","-87.6872","41.87150"
"116","-88.0270","42.07734"
"117","-87.6724","41.97351"
"118","-87.9034","42.12607"
"119","-87.6447","41.83158"
"120","-87.8600","42.05048"
"121","-88.1192","42.10551"
"122","-87.8548","42.03997"
"123","-87.6366","41.81513"
"124","-88.1383","42.06432"
"125","-87.8899","41.61498"
"126","-87.7137","42.00041"
"127","-87.6760","42.05602"
"128","-87.7037","41.99925"
"129","-87.6403","41.84048"
"130","-87.6567","41.99564"
"131","-87.6338","41.85465"
"132","-87.8534","42.03577"
"133","-87.9856","42.09940"
"134","-88.1439","42.06827"
"135","-87.9767","42.09597"
"136","-87.7547","42.12403"
"137","-87.6804","42.04289"
"138","-87.6779","42.01973"
"139","-87.8811","41.89993"
"140","-88.0012","42.14966"
"141","-87.7617","42.06676"
"142","-87.9338","42.02954"
"143","-87.7560","42.00767"
"144","-88.1272","42.02167"
"145","-87.8687","42.10005"
"146","-87.6221","41.83861"
"147","-87.7431","42.07427"
"148","-87.7694","42.02792"
"149","-87.6905","41.99277"
"150","-88.0088","42.12509"
"151","-87.8966","42.03497"
"152","-87.7280","41.96262"
"153","-87.6475","41.93142"
"154","-87.9332","42.02596"
"155","-87.8645","42.07150"
"156","-87.5861","41.80295"
"157","-88.1387","42.09768"
"158","-87.8130","41.95273"
"159","-87.7072","41.96938"
"160","-87.8543","41.89339"
"161","-88.1438","42.03693"
"162","-87.6207","41.85602"
"163","-87.8770","42.11312"
"164","-87.7552","42.04646"
"165","-87.9436","42.12546"
"166","-88.2235","42.00255"
"167","-87.6271","41.88938"
"168","-87.8806","41.85790"
"169","-87.6324","41.84022"
"170","-87.6704","41.96342"
"171","-87.8747","41.81599"
"172","-87.9603","42.03565"
"173","-87.6160","41.88630"
"174","-87.7094","41.81375"
"175","-87.6751","41.82685"
"176","-87.6269","41.88490"
"177","-88.2333","41.98870"
"178","-87.6841","42.00856"
"179","-87.6445","41.82352"
"180","-87.7570","42.05578"
"181","-87.6879","41.95053"
"182","-87.6454","41.84271"
"183","-87.6200","41.89318"
"184","-88.2489","41.98891"
"185","-87.8817","41.85135"
"186","-87.7892","42.02378"
"187","-87.8084","42.05539"
"188","-87.7037","41.99236"
"189","-87.6421","41.87992"
"190","-87.6978","41.99813"
"191","-87.6917","41.99550"
"192","-87.7967","41.97422"
"193","-87.7038","41.91523"
"194","-87.9027","42.09438"
"195","-87.6543","41.98969"
"196","-87.7330","41.96918"
"197","-87.6583","41.99259"
"198","-87.6266","41.86502"
"199","-87.8272","41.93974"
"200","-87.6859","41.87899"
"201","-87.7229","41.99692"
"202","-87.8169","42.10236"
"203","-87.7026","41.97823"
"204","-87.8297","41.56617"
"205","-87.8414","41.91156"
"206","-87.6166","41.88852"
"207","-87.8597","42.02281"
"208","-87.6222","41.86039"
"209","-87.7010","41.98822"
"210","-87.7256","42.01496"
"211","-87.6925","41.95432"
"212","-87.9176","42.09915"
"213","-87.6648","41.98383"
"214","-88.0409","41.99416"
"215","-87.9588","42.03797"
"216","-88.1915","42.05016"
"217","-87.8524","42.04861"
"218","-87.5929","41.79291"
"219","-87.8391","42.04016"
"220","-87.7003","41.96623"
"221","-88.0627","42.03767"
"222","-87.7350","41.47937"
"223","-87.6212","41.86957"
"224","-87.6482","41.83864"
"225","-87.9711","42.03522"
"226","-87.8156","41.91751"
"227","-87.6559","41.84298"
"228","-87.6307","41.86930"
"229","-87.6535","41.97010"
"230","-87.6300","41.87106"
"231","-88.0472","42.03462"
"232","-87.6958","41.99526"
"233","-88.1416","42.03982"
"234","-87.8460","42.06080"
"235","-88.0286","42.14740"
"236","-87.6410","41.83384"
"237","-87.7468","41.59838"
"238","-87.7866","41.85911"
"239","-87.8851","41.94090"
"240","-87.8381","41.86496"
"241","-87.7754","41.96368"
"242","-87.6355","41.84327"
"243","-87.6533","41.96577"
"244","-87.6360","41.84004"
"245","-87.6245","41.87010"
"246","-87.8846","41.61393"
"247","-87.7754","42.04845"
"248","-87.7082","41.96927"
"249","-87.6653","42.00477"
"250","-88.1236","42.02567"
"251","-87.7290","41.77121"
"252","-87.8652","41.84904"
"253","-87.7392","42.06363"
"254","-88.1855","42.04992"
"255","-87.6437","41.88723"
"256","-87.7989","41.88938"
"257","-88.0948","42.08632"
"258","-88.0934","42.03923"
"259","-87.6508","41.97176"
"260","-87.7910","42.05574"
"261","-87.8970","42.09237"
"262","-87.9549","42.04192"
"263","-87.7646","41.99718"
"264","-87.9469","42.03751"
"265","-88.0427","42.00145"
"266","-87.8420","42.05453"
"267","-87.6253","41.86168"
"268","-87.9222","42.06328"
"269","-87.6740","41.99483"
"270","-88.1925","42.00639"
"271","-87.7668","42.08793"
"272","-87.6365","41.84746"
"273","-87.6373","41.93379"
"274","-87.6583","42.00257"
"275","-87.8473","42.08268"
"276","-87.6437","41.93509"
"277","-87.8010","42.04381"
"278","-87.7407","42.04286"
"279","-87.6657","42.01347"
"280","-87.8499","42.07406"
"281","-88.1156","42.10121"
"282","-87.6606","41.86731"
"283","-87.8236","42.05023"
"284","-87.6926","41.99429"
"285","-88.1358","42.08899"
"286","-87.9004","42.05021"
"287","-88.1086","42.00584"
"288","-87.6748","42.02976"
"289","-87.6547","41.88024"
"290","-87.8422","42.04890"
"291","-87.6418","41.88061"
"292","-87.7413","42.03243"
"293","-87.8300","42.04161"
"294","-87.7227","41.59414"
"295","-87.7349","41.97376"
"296","-87.8586","42.02116"
"297","-87.9379","42.14416"
"298","-87.7196","41.95137"
"299","-87.6880","41.82294"
"300","-87.9387","42.02028"
"301","-87.5927","41.79571"
"302","-87.7482","42.01949"
"303","-88.0860","42.02324"
"304","-87.7458","42.04596"
"305","-87.7628","42.04450"
"306","-87.8152","41.75356"
"307","-87.6587","41.70438"
"308","-87.8395","42.08146"
"309","-87.6221","41.87479"
"310","-87.6449","41.93514"
"311","-87.6195","41.88748"
"312","-88.1414","42.02933"
"313","-87.6641","42.01115"
"314","-88.0996","42.09102"
"315","-87.8605","42.08857"
"316","-87.6380","41.83348"
"317","-87.8382","42.11945"
"318","-87.6813","41.87118"
"319","-87.6267","41.87526"
"320","-87.8271","42.05857"
"321","-87.7069","41.99043"
"322","-87.7411","42.04724"
"323","-87.8204","41.97717"
"324","-87.7506","42.03122"
"325","-87.7635","41.97462"
"326","-87.8579","42.15140"
"327","-87.6786","42.05258"
"328","-87.6542","41.93618"
"329","-87.6284","41.86988"
"330","-87.6388","41.84435"
"331","-87.6951","41.96915"
"332","-87.7546","41.99967"
"333","-87.6542","41.97412"
"334","-87.9250","42.10588"
"335","-87.7817","41.97444"
"336","-87.7135","42.00621"
"337","-87.8730","41.95907"
"338","-87.6819","41.87304"
"339","-87.7724","41.79834"
"340","-87.6301","41.92917"
"341","-87.7156","42.00897"
"342","-87.9784","42.08885"
"343","-88.2541","42.00638"
"344","-88.2626","42.04685"
"345","-88.0481","42.07130"
"346","-87.6326","41.83332"
"347","-87.9352","42.14548"
"348","-87.6399","41.92996"
"349","-87.7636","41.89657"
"350","-88.1175","42.03879"
"351","-87.7451","42.05147"
"352","-87.8472","41.84438"
"353","-87.8766","42.00697"
"354","-88.1352","42.02107"
"355","-88.1200","42.11403"
"356","-87.6576","41.98379"
"357","-87.6628","41.83495"
"358","-87.6671","41.79468"
"359","-87.9386","42.03913"
"360","-87.6307","41.84833"
"361","-87.6243","41.91120"
"362","-88.1192","42.04304"
"363","-87.7550","42.02099"
"364","-87.8599","42.08109"
"365","-87.7520","41.87683"
"366","-87.9382","42.09160"
"367","-88.0499","42.07704"
"368","-87.7243","41.96113"
"369","-87.8541","42.06760"
"370","-88.0840","42.01138"
"371","-88.2035","42.00192"
"372","-87.9185","42.08293"
"373","-87.7317","42.02668"
"374","-88.2541","42.06003"
"375","-88.1029","42.00806"
"376","-87.6325","41.87723"
"377","-87.7369","41.99729"
"378","-87.6439","41.92824"
"379","-87.6424","41.91981"
"380","-88.0767","42.11128"
"381","-87.7693","41.97919"
"382","-88.1990","42.01098"
"383","-87.6906","42.06191"
"384","-87.8417","41.96910"
"385","-87.6265","41.85856"
"386","-87.5968","41.79556"
"387","-87.8966","41.94636"
"388","-87.6051","41.79572"
"389","-87.7646","42.07120"
"390","-87.6133","41.83369"
"391","-87.6559","41.98536"
"392","-87.8387","42.04885"
"393","-87.6768","42.04941"
"394","-87.6393","41.83548"
"395","-87.9791","42.01771"
"396","-87.8878","42.05009"
"397","-87.7144","41.96707"
"398","-88.0969","42.08681"
"399","-87.7156","42.03597"
"400","-87.6700","41.85920"
"401","-88.1900","42.05516"
"402","-87.6893","42.04507"
"403","-87.8297","41.59742"
"404","-88.0801","42.05209"
"405","-87.8268","41.89436"
"406","-87.8803","42.10422"
"407","-87.7873","42.04192"
"408","-87.5891","41.79183"
"409","-87.7029","41.98321"
"410","-88.0968","42.04203"
"411","-87.7577","42.01803"
"412","-87.6799","42.05377"
"413","-88.0766","41.99840"
"414","-87.6385","41.84801"
"415","-87.7811","41.96205"
"416","-87.5869","41.75886"
"417","-87.9584","42.03728"
"418","-87.7258","42.03305"
"419","-87.8649","41.63382"
"420","-87.5812","41.74984"
"421","-88.0832","42.12194"
"422","-87.6851","42.03607"
"423","-87.6731","41.99219"
"424","-87.9169","42.06054"
"425","-87.6378","41.93887"
"426","-87.7240","41.80143"
"427","-88.0961","42.08984"
"428","-87.6440","41.84257"
"429","-88.0590","42.07976"
"430","-87.6828","42.04555"
"431","-87.9705","42.12495"
"432","-87.6311","41.84761"
"433","-87.7748","42.00611"
"434","-87.6440","41.93306"
"435","-87.7816","41.97335"
"436","-87.7704","42.04121"
"437","-87.6685","41.82862"
"438","-87.7498","42.05037"
"439","-87.6791","41.99127"
"440","-87.7463","42.02787"
"441","-87.7648","42.04434"
"442","-87.6139","41.88933"
"443","-88.0550","42.02438"
"444","-87.6230","41.85635"
"445","-88.1053","42.10087"
"446","-87.9432","42.02652"
"447","-87.6636","41.90377"
"448","-87.7483","42.05607"
"449","-87.7802","42.03238"
"450","-87.7247","42.04297"
"451","-88.1717","42.09839"
"452","-87.6416","41.84331"
"453","-87.6564","41.98834"
"454","-87.8789","42.07954"
"455","-87.6486","41.93116"
"456","-87.7701","42.08342"
"457","-87.8173","42.04378"
"458","-87.5824","41.80268"
"459","-87.6736","41.83178"
"460","-87.7121","41.84245"
"461","-88.1007","42.11183"
"462","-88.0284","42.12989"
"463","-88.0454","42.03499"
"464","-87.9654","41.67443"
"465","-87.8300","42.05625"
"466","-87.7021","41.92234"
"467","-87.8619","42.06782"
"468","-87.8384","41.80705"
"469","-87.6990","41.77215"
"470","-87.9144","42.11539"
"471","-88.0432","41.99372"
"472","-87.7014","41.99995"
"473","-87.6437","41.62308"
"474","-87.6797","41.83129"
"475","-87.6534","41.82365"
"476","-87.6440","41.84015"
"477","-87.9693","42.03976"
"478","-87.6267","41.86962"
"479","-87.6550","41.99308"
"480","-87.8929","42.04359"
"481","-87.8877","42.08864"
"482","-87.8127","42.04378"
"483","-87.6282","41.82740"
"484","-87.6147","41.88635"
"485","-87.7261","41.97055"
"486","-87.8037","41.98491"
"487","-87.8049","41.92968"
"488","-87.7456","42.10545"
"489","-87.9784","42.04957"
"490","-87.9321","42.03328"
"491","-87.7483","42.03055"
"492","-87.9619","42.07881"
"493","-87.7893","41.98763"
"494","-87.6523","41.82553"
"495","-87.9697","42.14140"
"496","-88.0401","41.99237"
"497","-87.8806","42.01382"
"498","-87.6356","41.84592"
"499","-87.6379","41.85382"
"500","-87.6456","41.93605"
"501","-87.9593","42.12737"
"502","-87.5956","41.80238"
"503","-87.7555","41.94358"
"504","-87.7419","42.02258"
"505","-87.8343","42.08129"
"506","-87.6174","41.88701"
"507","-87.9551","42.02272"
"508","-87.7102","42.06967"
"509","-87.8976","41.60246"
"510","-88.0980","42.04551"
"511","-88.0853","42.05676"
"512","-87.6228","41.85607"
"513","-87.6408","41.83927"
"514","-87.9067","42.10401"
"515","-87.9092","41.72745"
"516","-87.9416","42.04651"
"517","-87.8438","41.97855"
"518","-87.6225","41.87797"
"519","-87.6949","41.99517"
"520","-88.2169","42.05421"
"521","-88.1430","42.04114"
"522","-87.7138","41.88846"
"523","-88.1270","42.00106"
"524","-87.7607","41.97355"
"525","-87.7038","41.99805"
"526","-87.7251","41.96886"
"527","-87.9618","42.02754"
"528","-87.8454","42.07138"
"529","-87.7858","41.96217"
"530","-87.5977","41.79576"
"531","-87.9731","42.01146"
"532","-87.7735","41.97040"
"533","-87.9459","42.14290"
"534","-87.7757","42.03239"
"535","-87.7177","42.02825"
"536","-87.6301","41.84049"
"537","-87.9817","42.04941"
"538","-87.8396","42.05842"
"539","-87.8337","41.87315"
"540","-87.6238","41.87506"
"541","-87.6258","41.86043"
"542","-87.8603","42.06823"
"543","-87.7487","41.85387"
"544","-87.7966","41.69892"
"545","-87.9265","42.13994"
"546","-87.9613","42.14731"
"547","-87.7320","42.01611"
"548","-87.6669","41.81231"
"549","-87.9598","42.01255"
"550","-87.6259","41.83251"
"551","-87.8509","42.04739"
"552","-87.7288","41.99841"
"553","-88.0000","42.11128"
"554","-88.0874","42.05042"
"555","-87.8230","41.98862"
"556","-87.7773","41.92342"
"557","-87.7214","41.66944"
"558","-88.0100","42.14604"
"559","-87.5354","41.61133"
"560","-88.2309","42.01069"
"561","-87.6937","42.07024"
"562","-87.6712","42.01283"
"563","-87.6868","41.94039"
"564","-87.7487","41.59982"
"565","-88.1258","41.99342"
"566","-87.6866","42.04447"
"567","-87.7682","42.02679"
"568","-88.1305","42.14837"
"569","-87.6673","41.95106"
"570","-87.7558","42.05778"
"571","-87.8371","42.03521"
"572","-87.8439","42.07655"
"573","-87.7490","42.05373"
"574","-87.8435","41.97759"
"575","-88.1872","42.01637"
"576","-88.0437","42.09145"
"577","-87.9582","42.12587"
"578","-87.6556","41.92317"
"579","-88.0464","42.07251"
"580","-88.0005","42.09704"
"581","-88.0847","42.04553"
"582","-87.8022","41.60468"
"583","-87.8677","41.55859"
"584","-87.7070","41.99801"
"585","-87.7294","41.95443"
"586","-87.6902","41.71594"
"587","-87.6406","41.83093"
"588","-87.5604","41.74918"
"589","-87.5695","41.60884"
"590","-87.7076","41.81156"
"591","-87.6849","42.05589"
"592","-87.6791","42.04468"
"593","-87.6853","42.01630"
"594","-88.0783","42.02782"
"595","-87.9217","42.04725"
"596","-87.7624","42.07275"
"597","-87.6085","41.76481"
"598","-88.0815","42.00151"
"599","-87.8011","42.04720"
"600","-87.7475","42.06269"
"601","-87.8669","41.57039"
"602","-87.7133","42.00705"
"603","-87.7849","42.05065"
"604","-87.9643","42.09616"
"605","-87.6814","42.05358"
"606","-87.8444","42.06692"
"607","-87.6495","41.95839"
"608","-87.7321","42.05829"
"609","-87.6941","41.99508"
"610","-87.9155","42.06123"
"611","-87.6838","41.87460"
"612","-87.7074","41.82345"
"613","-88.2411","42.02728"
"614","-88.1827","42.05261"
"615","-87.8924","42.04332"
"616","-87.7498","41.81916"
"617","-87.8430","42.04781"
"618","-88.0498","42.11396"
"619","-87.6427","41.84370"
"620","-87.9337","42.08207"
"621","-87.7069","41.94885"
"622","-87.9591","42.12459"
"623","-87.8388","42.14686"
"624","-87.6775","42.01613"
"625","-87.6453","41.93347"
"626","-87.8330","42.13699"
"627","-87.7437","42.04624"
"628","-87.7607","42.05000"
"629","-87.8074","41.72723"
"630","-87.8884","42.04560"
"631","-87.6400","41.94053"
"632","-87.6393","41.70139"
"633","-87.6209","41.87111"
"634","-87.7433","41.63943"
"635","-87.8036","42.05056"
"636","-87.6739","41.98438"
"637","-87.9290","42.14964"
"638","-88.0359","42.07859"
"639","-87.7930","41.87348"
"640","-87.7581","42.06525"
"641","-87.7919","41.66230"
"642","-87.8554","42.07505"
"643","-87.9017","42.06360"
"644","-87.8048","41.90202"
"645","-87.8190","42.09109"
"646","-87.8755","42.02329"
"647","-87.7006","41.68447"
"648","-87.8527","42.13863"
"649","-87.7051","42.02357"
"650","-87.6201","41.85583"
"651","-87.6318","41.83961"
"652","-87.6201","41.76217"
"653","-87.7001","42.01598"
"654","-87.6458","41.87691"
"655","-88.0325","42.07929"
"656","-87.7053","41.94742"
"657","-87.6846","41.82461"
"658","-87.7732","41.87540"
"659","-87.6606","41.87398"
"660","-87.8923","42.04398"
"661","-87.6990","42.00291"
"662","-88.1244","42.00750"
"663","-87.6449","41.84240"
"664","-87.7135","41.91164"
"665","-87.8711","41.93125"
"666","-88.0964","42.06092"
"667","-87.7248","42.00820"
"668","-87.8149","42.05906"
"669","-87.7380","42.01565"
"670","-88.1299","42.00974"
"671","-87.7561","41.70204"
"672","-87.7368","42.02854"
"673","-87.7357","42.02474"
"674","-87.6974","41.99496"
"675","-88.0135","42.12877"
"676","-87.6122","41.79011"
"677","-87.6274","41.89388"
"678","-87.8887","42.01190"
"679","-87.6435","41.89855"
"680","-87.7094","41.95060"
"681","-87.6551","41.83166"
"682","-87.6832","41.86949"
"683","-87.7163","41.92193"
"684","-87.9090","42.04332"
"685","-87.6788","41.99970"
"686","-87.6316","41.84804"
"687","-88.0934","42.08776"
"688","-87.6582","41.99694"
"689","-87.6987","41.99945"
"690","-87.9102","42.14369"
"691","-87.6326","41.84343"
"692","-87.7803","42.03152"
"693","-87.8833","42.00390"
"694","-87.6399","41.84225"
"695","-87.8599","42.04330"
"696","-87.6544","41.98103"
"697","-87.8786","41.94826"
"698","-87.7323","42.03052"
"699","-87.8988","41.72493"
"700","-87.6799","41.82470"
"701","-87.8274","42.06044"
"702","-87.7495","42.07390"
"703","-88.1676","41.99920"
"704","-87.8418","41.98368"
"705","-88.2300","42.04995"
"706","-87.7184","41.96451"
"707","-87.8060","41.88104"
"708","-87.9313","42.11906"
"709","-87.6842","41.82616"
"710","-87.8165","42.05317"
"711","-87.9259","42.09702"
"712","-87.7526","42.07161"
"713","-87.6540","41.97469"
"714","-87.6864","41.95378"
"715","-87.6526","41.86730"
"716","-87.6646","41.88599"
"717","-87.6876","42.05159"
"718","-87.6555","41.90197"
"719","-87.6619","41.83886"
"720","-87.6941","42.01263"
"721","-87.6454","41.95417"
"722","-87.7570","41.94557"
"723","-87.7424","41.99305"
"724","-87.6291","41.88468"
"725","-87.7475","42.06496"
"726","-87.6362","41.92775"
"727","-87.7022","42.00552"
"728","-88.0730","42.09815"
"729","-87.6506","41.93797"
"730","-88.0859","42.05574"
"731","-87.7834","42.08919"
"732","-87.6436","41.87955"
"733","-87.6277","41.87706"
"734","-87.8946","42.05213"
"735","-88.0783","42.12995"
"736","-87.8000","42.08405"
"737","-87.7175","41.80925"
"738","-87.8908","42.10848"
"739","-87.9837","42.11702"
"740","-87.6214","41.87681"
"741","-87.7358","42.02992"
"742","-87.6098","41.76317"
"743","-87.7862","41.70151"
"744","-87.8544","41.95492"
"745","-87.9447","42.04116"
"746","-87.6665","41.87090"
"747","-87.6602","41.97275"
"748","-87.6809","41.94927"
"749","-87.6824","42.00133"
"750","-88.1260","42.01229"
"751","-87.9620","42.12072"
"752","-87.6797","41.90465"
"753","-87.6416","41.83023"
"754","-87.9758","42.04563"
"755","-88.1478","42.00292"
"756","-87.8025","42.03037"
"757","-87.8866","41.62069"
"758","-87.8214","42.05580"
"759","-87.8217","42.00262"
"760","-87.5903","41.79422"
"761","-87.6380","41.87696"
"762","-87.9652","42.04231"
"763","-87.7515","42.07332"
"764","-87.5638","41.75483"
"765","-87.6423","41.94282"
"766","-87.6210","41.85920"
"767","-87.6587","41.83448"
"768","-87.6990","41.98142"
"769","-87.7475","41.99746"
"770","-87.7154","42.09429"
"771","-87.6795","42.05026"
"772","-87.7308","42.01854"
"773","-88.1310","42.05871"
"774","-87.8729","42.13884"
"775","-87.9617","42.10690"
"776","-88.0963","42.08228"
"777","-87.9158","41.77433"
"778","-87.8501","41.58882"
"779","-88.2091","42.01420"
"780","-87.7158","41.97012"
"781","-87.8923","42.07002"
"782","-87.8488","42.05959"
"783","-87.7265","41.94210"
"784","-87.8017","42.02251"
"785","-87.6567","41.83905"
"786","-87.8227","42.04155"
"787","-87.7713","42.02991"
"788","-87.6345","41.84633"
"789","-87.7442","41.98572"
"790","-87.6405","41.87312"
"791","-87.6488","41.95240"
"792","-87.8488","42.04730"
"793","-87.6640","42.00966"
"794","-87.8056","41.86179"
"795","-87.8569","42.05105"
"796","-87.6216","41.68334"
"797","-87.6615","41.83867"
"798","-87.8531","42.05863"
"799","-87.5695","41.62047"
"800","-87.7277","42.06305"
"801","-87.6530","41.86414"
"802","-87.7222","41.84610"
"803","-87.6582","41.99472"
"804","-88.0514","42.07482"
"805","-87.7843","42.02531"
"806","-87.5918","41.79768"
"807","-87.9057","42.12874"
"808","-87.9586","42.12466"
"809","-87.6277","41.88609"
"810","-87.6245","41.86443"
"811","-87.6534","41.84488"
"812","-87.9130","42.05039"
"813","-87.7435","41.97005"
"814","-87.7107","42.01855"
"815","-88.0546","42.07994"
"816","-88.1335","42.03343"
"817","-87.8299","42.06643"
"818","-87.7779","42.02029"
"819","-87.6974","42.00981"
"820","-87.7276","42.02475"
"821","-87.6275","41.88917"
"822","-88.1441","41.99749"
"823","-87.8085","42.03452"
"824","-88.2432","42.05673"
"825","-87.8114","41.84531"
"826","-87.6573","41.98744"
"827","-87.6867","41.95238"
"828","-87.6439","41.87943"
"829","-87.8603","42.05105"
"830","-87.6348","41.84230"
"831","-87.6214","41.83664"
"832","-87.9726","42.09535"
"833","-87.8543","42.06003"
"834","-87.5626","41.56270"
"835","-87.6213","41.85766"
"836","-87.6665","41.92535"
"837","-88.1309","42.06571"
"838","-87.6137","41.83391"
"839","-87.8544","42.06308"
"840","-87.6831","41.99099"
"841","-87.8402","42.09344"
"842","-87.6902","41.90678"
"843","-87.7433","42.02367"
"844","-87.9806","42.11696"
"845","-87.6844","41.98610"
"846","-87.8891","42.01846"
"847","-88.1205","42.05542"
"848","-87.8144","41.88134"
"849","-87.7360","42.07135"
"850","-87.7123","41.99869"
"851","-87.6552","41.86913"
"852","-87.7841","41.96960"
"853","-87.6400","41.84874"
"854","-88.1781","42.03183"
"855","-87.7334","42.02746"
"856","-87.6370","41.82576"
"857","-87.8018","41.76364"
"858","-87.7265","41.97416"
"859","-87.6634","41.88169"
"860","-88.0205","42.09052"
"861","-87.6357","41.84754"
"862","-87.6341","41.85912"
"863","-87.6690","41.82893"
"864","-87.7527","41.74689"
"865","-87.6265","41.86875"
"866","-88.0812","42.05150"
"867","-87.7373","41.70239"
"868","-87.8588","42.04015"
"869","-87.6323","41.86903"
"870","-88.1462","42.07484"
"871","-87.6634","41.89804"
"872","-87.6274","41.88467"
"873","-87.8126","41.92005"
"874","-87.7042","41.99660"
"875","-87.7736","41.93878"
"876","-87.6895","41.82300"
"877","-87.6563","41.87919"
"878","-87.8515","42.04364"
"879","-87.6610","41.97185"
"880","-87.6116","41.83526"
"881","-87.7005","41.98761"
"882","-87.6399","41.84763"
"883","-88.0879","41.99994"
"884","-87.7478","41.96874"
"885","-87.6917","41.98038"
"886","-88.2372","42.05981"
"887","-87.7366","41.81089"
"888","-87.9596","42.14476"
"889","-87.7465","42.06953"
"890","-87.6419","41.83475"
"891","-87.6389","41.83989"
"892","-88.0592","41.99938"
"893","-87.6735","41.93359"
"894","-87.6503","41.97157"
"895","-88.0836","42.04948"
"896","-87.6676","41.83200"
"897","-87.8579","42.07016"
"898","-87.8450","41.98307"
"899","-88.0795","42.02130"
"900","-87.9539","42.13545"
"901","-87.6341","41.47807"
"902","-87.8790","42.15069"
"903","-87.8026","41.97444"
"904","-87.6897","41.99674"
"905","-87.9638","42.03227"
"906","-87.8054","41.99159"
"907","-87.6436","41.84178"
"908","-87.7212","42.01559"
"909","-87.7535","41.70545"
"910","-87.6917","41.99001"
"911","-87.6866","42.01159"
"912","-87.7512","42.01582"
"913","-87.8009","42.04909"
"914","-88.0134","42.15183"
"915","-87.9835","42.04254"
"916","-87.6970","41.98713"
"917","-87.7672","41.96347"
"918","-87.6383","41.85412"
"919","-87.6847","41.99438"
"920","-87.8131","42.05239"
"921","-87.7250","42.02307"
"922","-87.6471","41.83556"
"923","-87.6951","41.96173"
"924","-87.6634","42.00468"
"925","-87.6144","41.89318"
"926","-88.1356","42.06582"
"927","-87.6381","41.84625"
"928","-87.7286","41.80263"
"929","-87.8988","42.10644"
"930","-87.7549","41.97559"
"931","-87.5911","41.79029"
"932","-87.6374","41.83211"
