"lng","lat"
"-88.0091","42.13249"
"-87.8585","41.93060"
"-87.6442","41.58017"
"-87.8615","41.90294"
"-87.7741","41.85835"
"-87.7013","41.79958"
"-88.1486","42.04272"
"-87.7016","42.04834"
"-87.9246","42.01131"
"-87.7074","41.84144"
"-87.6669","41.66127"
"-87.8818","41.91546"
"-87.6815","41.83886"
"-87.7272","41.83752"
"-87.7964","41.83691"
"-87.7110","41.96320"
"-87.5570","41.66166"
"-87.7799","41.97492"
"-87.8876","42.01413"
"-87.7035","41.79797"
"-87.8543","42.04909"
"-87.6729","41.96688"
"-87.8524","41.74996"
"-87.7503","41.75276"
"-87.6966","41.79208"
"-87.7967","41.88453"
"-87.7737","41.89671"
"-87.8094","41.99933"
"-87.8465","41.89825"
"-87.9839","42.00292"
"-87.8894","42.01714"
"-87.5311","41.64672"
"-87.7740","41.83014"
"-87.7497","41.94395"
"-87.7523","41.87696"
"-87.7156","41.91393"
"-87.7597","41.75500"
"-87.7170","41.78039"
"-87.7284","41.56648"
"-87.7253","41.83844"
"-87.8420","41.91418"
"-87.7653","41.93945"
"-87.6559","41.98044"
"-87.7263","41.90621"
"-87.7133","41.82269"
"-87.6670","41.77056"
"-87.7021","41.84702"
"-87.6660","41.87962"
"-87.6853","41.55275"
"-87.8607","41.89909"
"-87.8451","41.92556"
"-87.7301","41.89546"
"-87.8597","41.90714"
"-87.6962","41.81579"
"-87.9024","42.10892"
"-87.7905","41.91938"
"-87.6681","41.76634"
"-87.8617","41.89168"
"-87.8025","41.92855"
"-87.6984","41.60765"
"-87.6604","41.82606"
"-87.7819","41.97052"
"-87.7838","41.75117"
"-87.7178","41.79172"
"-87.6787","41.63446"
"-87.7584","41.95705"
"-87.7602","41.93758"
"-87.7409","41.77908"
"-87.6890","41.75017"
"-87.7366","41.83709"
"-87.6596","41.99245"
"-87.7074","42.05195"
"-87.6735","41.80247"
"-87.6578","41.99107"
"-87.8002","41.88186"
"-87.7313","41.83332"
"-87.7658","41.97748"
"-87.8079","41.97896"
"-87.6590","41.77155"
"-87.7515","41.92175"
"-87.6885","41.99240"
"-87.6992","41.78578"
"-87.8000","41.77817"
"-87.7249","41.62872"
"-87.6666","41.80355"
"-87.6550","41.96842"
"-87.6392","41.69265"
"-87.6671","41.79977"
"-87.7073","41.79185"
"-87.7299","41.83682"
"-87.6266","41.84298"
"-87.7977","41.84720"
"-87.8259","42.04893"
"-87.8988","42.10427"
"-87.8210","41.80769"
"-87.5410","41.70606"
"-87.6789","42.00658"
"-87.7078","41.93283"
"-87.7678","41.94137"
"-87.7170","41.77688"
"-87.7761","41.95159"
"-87.7251","41.83809"
"-88.0519","42.11205"
"-87.7232","41.94925"
"-87.8245","42.05523"
"-87.7335","41.90128"
"-87.7745","41.93116"
"-87.8862","41.89007"
"-87.5610","41.74219"
"-87.7483","41.67305"
"-87.7686","41.85318"
"-87.7540","41.91902"
"-87.9602","42.02765"
"-87.7431","41.77523"
"-87.7548","41.95215"
"-87.6954","41.84710"
"-87.7195","41.84901"
"-88.1923","42.02033"
"-87.6988","41.80943"
"-87.6819","41.91115"
"-87.6956","42.00442"
"-87.8726","41.86296"
"-87.7068","41.82456"
"-87.6613","41.85859"
"-87.7168","41.83458"
"-87.7696","41.84827"
"-87.7827","41.84934"
"-87.7721","41.90941"
"-87.6888","41.87134"
"-87.7571","41.92441"
"-87.7856","41.69998"
"-87.5308","41.66991"
"-87.7013","41.96516"
"-87.7729","41.83781"
"-87.5261","41.68700"
"-87.7772","41.92930"
"-87.7457","41.85995"
"-87.7257","41.91423"
"-88.1455","42.00299"
"-87.8167","41.91681"
"-87.7452","41.94184"
"-87.6807","41.83089"
"-88.2446","42.02608"
"-87.7843","41.77558"
"-87.7184","41.95562"
"-87.7277","41.91456"
"-88.0132","42.14697"
"-87.5426","41.57960"
"-87.7131","41.79872"
"-87.7832","41.94899"
"-88.1632","42.00683"
"-87.7076","41.96930"
"-87.7023","41.81733"
"-87.7063","41.96383"
"-87.7296","41.83814"
"-87.7798","41.93379"
"-87.8096","41.91959"
"-87.9256","42.02593"
"-87.6710","42.02004"
"-87.7027","41.93639"
"-87.7590","41.84797"
"-87.7342","41.79633"
"-87.6415","41.52258"
"-87.7138","41.84259"
"-88.1189","42.05472"
"-87.8144","41.80934"
"-87.8953","41.87911"
"-88.2430","42.02084"
"-87.8295","41.58400"
"-87.6591","41.79643"
"-87.7515","41.91951"
"-87.7395","41.70328"
"-87.8361","42.04037"
"-87.6580","41.76471"
"-87.7313","41.77511"
"-87.7885","41.79452"
"-87.7365","41.80095"
"-87.7245","41.97217"
"-87.7090","41.79492"
"-87.7310","41.79204"
"-87.7841","41.78860"
"-87.7689","41.82918"
"-87.7030","41.78240"
"-88.0544","42.14403"
"-87.7008","41.79760"
"-87.7016","41.78756"
"-87.8794","41.92233"
"-87.7152","41.84456"
"-87.7276","41.84181"
"-87.8111","41.93313"
"-87.7774","41.77486"
"-87.7230","41.92912"
"-87.7379","41.73818"
"-87.8478","41.87964"
"-87.6297","41.59715"
"-87.7780","41.92189"
"-87.5360","41.57140"
"-87.7334","41.82142"
"-87.7336","41.68171"
"-87.7585","41.61931"
"-87.7573","41.82232"
"-87.7251","41.90274"
"-88.2338","42.03230"
"-87.7776","41.92594"
"-87.5439","41.72772"
"-87.6301","41.88753"
"-87.7484","41.84917"
"-87.7504","41.94092"
"-87.9371","42.07593"
"-87.7769","41.94693"
"-87.6922","41.93159"
"-87.7279","41.89934"
"-87.6846","41.82074"
"-87.7890","41.88784"
"-87.7257","41.77529"
"-87.6845","41.79433"
"-87.5878","41.79993"
"-87.8360","41.93124"
"-87.6800","42.01771"
"-87.6970","41.75787"
"-87.9428","42.04239"
"-87.5567","41.73490"
"-87.7393","41.93007"
"-87.8376","42.05683"
"-87.5892","41.80260"
"-87.6863","41.80881"
"-87.8653","41.88248"
"-87.7068","41.63419"
"-88.0987","42.04473"
"-87.8959","41.93227"
"-87.7697","41.91691"
"-88.1728","42.00548"
"-87.6410","41.48740"
"-87.7228","41.92798"
"-87.6988","41.78095"
"-87.6832","42.01883"
"-88.1345","42.00891"
"-87.6989","41.82028"
"-87.7502","41.92229"
"-87.7392","41.93435"
"-87.7862","41.85541"
"-87.6809","41.88687"
"-87.8916","41.63591"
"-87.7942","41.84031"
"-87.7145","41.91804"
"-87.7483","41.94797"
"-87.7408","41.93287"
"-87.7986","41.85676"
"-87.7580","41.92249"
"-87.7276","41.91013"
"-87.6551","41.72335"
"-87.6265","41.85331"
"-87.7016","41.82280"
"-87.8249","41.86626"
"-87.5888","41.79841"
"-87.7567","41.92868"
"-87.7985","41.91999"
"-87.7960","41.83459"
"-87.7207","41.80019"
"-87.7215","41.92455"
"-87.7679","41.84560"
"-87.6936","41.96961"
"-87.9576","42.03725"
"-87.7208","41.89372"
"-87.6514","41.82539"
"-87.8879","41.94039"
"-87.6657","41.81028"
"-87.8000","41.85299"
"-87.7079","41.78282"
"-87.6440","41.81397"
"-87.7271","41.93473"
"-87.8069","41.93384"
"-87.6312","41.51584"
"-87.5324","41.70511"
"-87.7715","41.84059"
"-88.1406","42.00667"
"-87.7842","41.93002"
"-87.8687","41.94010"
"-88.2589","42.02948"
"-87.7274","41.92105"
"-87.7057","41.75111"
"-87.6885","41.99157"
"-87.6670","41.99096"
"-87.6400","41.79690"
"-87.7809","41.58207"
"-87.7205","41.79761"
"-87.7016","41.81776"
"-87.7979","41.85221"
"-87.8627","41.89469"
"-87.7607","41.83254"
"-87.7699","41.89127"
"-87.7421","41.62727"
"-87.6903","41.82433"
"-87.7468","41.84496"
"-87.6687","41.98765"
"-87.7794","41.86300"
"-87.7510","41.92419"
"-87.9700","42.03318"
"-87.6930","41.85658"
"-87.7487","41.79631"
"-87.7426","41.93959"
"-87.8061","41.95720"
"-87.7167","41.76153"
"-87.8683","41.61212"
"-87.7170","41.93236"
"-87.7347","41.74961"
"-87.7888","41.91995"
"-87.7782","41.93150"
"-87.8048","41.92789"
"-87.7640","41.91981"
"-87.7678","41.78120"
"-87.7501","41.92001"
"-87.7608","41.92077"
"-87.7189","41.95734"
"-87.6454","41.91287"
"-87.6777","41.85587"
"-87.7185","41.84584"
"-87.7265","41.73842"
"-87.6981","41.83020"
"-87.7001","41.78901"
"-87.5959","41.55475"
"-87.7765","41.85475"
"-88.1580","42.00130"
"-87.7290","41.96809"
"-87.9282","42.11685"
"-87.6742","41.64003"
"-87.7058","41.78832"
"-87.7835","41.73768"
"-87.7337","41.65675"
"-88.2391","42.03072"
"-87.6913","41.95934"
"-87.7021","42.05112"
"-87.9203","42.13959"
"-87.6524","41.79614"
"-87.6893","41.81534"
"-87.7729","41.84467"
"-87.8561","41.80795"
"-87.7639","41.94623"
"-87.6935","41.78655"
"-87.7728","41.92259"
"-88.0072","42.05990"
"-87.7400","41.94153"
"-87.7602","41.84803"
"-87.6753","41.80717"
"-88.0180","42.14976"
"-87.7316","41.95362"
"-87.8074","41.83797"
"-87.6864","41.85253"
"-87.7537","41.90130"
"-87.7823","41.92237"
"-87.7833","41.93160"
"-87.6590","41.83291"
"-88.1448","42.00415"
"-87.6828","41.62081"
"-87.9319","42.06307"
"-87.6950","41.78393"
"-87.6930","41.81538"
"-87.7157","41.79927"
"-87.7887","41.86049"
"-87.7313","41.56946"
"-87.7804","41.72416"
"-87.7448","41.85739"
"-87.5442","41.73490"
"-87.8117","41.79325"
"-87.7842","41.91843"
"-87.8539","41.61544"
"-87.8727","41.90617"
"-87.7638","41.92907"
"-87.6984","41.79624"
"-87.7114","41.94181"
"-87.6840","41.80913"
"-87.7247","41.92524"
"-87.6668","41.81696"
"-88.2342","42.03277"
"-87.7351","42.01646"
"-87.6641","41.85312"
"-87.8588","41.87989"
"-87.6730","41.79721"
"-87.7121","41.62236"
"-87.6130","41.83608"
"-87.7955","41.85056"
"-87.7764","41.85020"
"-87.6960","42.00462"
"-87.5879","41.61220"
"-87.7053","41.79371"
"-88.0145","42.15180"
"-87.8105","41.91129"
"-87.6988","41.95944"
"-87.7166","41.96894"
"-87.7164","41.83816"
"-87.7274","41.75839"
"-87.6724","42.03634"
"-87.7779","41.95326"
"-87.6943","41.84845"
"-87.7172","41.85037"
"-88.0028","42.05284"
"-88.0392","42.07796"
"-87.7360","41.82551"
"-87.8404","41.88932"
"-87.7326","41.90695"
"-87.9083","41.56840"
"-87.7062","41.97335"
"-87.7740","41.91780"
"-87.6840","41.84280"
"-87.7698","41.85512"
"-87.7157","41.83371"
"-87.7721","41.92500"
"-87.8057","41.74209"
"-87.7213","41.78599"
"-87.6994","41.82119"
"-87.7719","41.91962"
"-87.6809","41.79967"
"-87.7491","41.91601"
"-87.7717","41.95011"
"-87.7233","41.78280"
"-87.6942","41.85269"
"-88.0117","42.06019"
"-87.7164","41.84148"
"-87.7446","41.85575"
"-87.6171","41.80411"
"-87.8088","41.79610"
"-87.5802","41.79246"
"-88.0870","42.00572"
"-87.6737","42.00548"
"-87.7346","41.70135"
"-87.7981","41.93821"
"-87.6865","41.99852"
"-87.6796","41.80309"
"-87.6807","41.89600"
"-87.8489","41.81911"
"-87.6886","42.00208"
"-87.7494","41.85933"
"-87.7041","41.93265"
"-87.7216","41.89623"
"-87.6513","41.48279"
"-87.8795","41.90565"
"-87.7200","41.90349"
"-87.7010","41.95261"
"-87.7393","41.78056"
"-87.9008","41.91917"
"-87.7012","41.78471"
"-87.6771","41.83200"
"-87.7314","41.73671"
"-87.7445","41.77586"
"-87.7057","41.81021"
"-87.6928","41.81290"
"-87.7559","41.90998"
"-87.6708","41.50346"
"-87.7335","41.90088"
"-87.7559","41.83799"
"-87.7622","41.79959"
"-87.7255","42.03764"
"-87.6226","41.58926"
"-87.7736","41.92716"
"-87.7922","41.94672"
"-87.6433","41.81441"
"-87.7652","41.94325"
"-87.6748","41.82745"
"-87.6878","41.79085"
"-87.6900","41.82062"
"-87.7524","41.85271"
"-87.7289","41.79838"
"-87.7953","41.82982"
"-87.8459","41.81503"
"-87.7011","41.78180"
"-87.6492","41.80229"
"-87.8172","41.93969"
"-87.9800","42.03729"
"-87.6766","41.84754"
"-87.7037","41.91048"
"-87.6707","42.00289"
"-87.7097","41.78303"
"-87.6650","41.65125"
"-87.7493","41.86245"
"-87.7539","41.96062"
"-88.0120","42.13934"
"-87.7409","41.84614"
"-87.7510","41.93272"
"-87.6768","41.65432"
"-87.7892","41.86200"
"-87.7819","41.82797"
"-88.1521","42.03476"
"-87.6785","42.00280"
"-87.6864","41.67497"
"-87.6774","41.65707"
"-87.7807","41.91829"
"-87.6937","41.82764"
"-87.7361","41.77039"
"-88.1449","41.99232"
"-87.8622","41.90132"
"-87.7392","41.90261"
"-87.6988","42.00629"
"-87.8332","41.56330"
"-87.8141","41.83772"
"-87.8765","42.01726"
"-87.7346","41.74642"
"-87.6359","41.49230"
"-87.6403","41.81390"
"-88.0979","42.13269"
"-87.6859","41.99200"
"-87.7704","41.82991"
"-88.0075","42.06322"
"-88.2461","42.03869"
"-87.7985","41.94772"
"-87.6966","42.03721"
"-87.7385","41.94057"
"-87.6857","41.79876"
"-87.5447","41.54870"
"-87.7184","41.95562"
"-87.6344","41.93119"
"-87.7494","41.84851"
"-87.9470","42.14506"
"-87.6809","41.53120"
"-87.5506","41.61818"
"-88.1790","42.01991"
"-87.7135","41.91538"
"-87.7305","41.79946"
"-87.7564","41.90271"
"-87.8419","41.89432"
"-87.7087","41.95633"
"-87.6902","41.81290"
"-87.7654","41.72729"
"-87.7173","41.96519"
"-87.6407","41.93657"
"-87.5337","41.54685"
"-88.1498","42.00670"
"-87.7271","41.91219"
"-87.7359","41.78338"
"-87.5374","41.69966"
"-87.7313","41.74639"
"-87.7650","41.82783"
"-87.7757","41.85001"
"-87.6903","41.62218"
"-87.9300","42.01030"
"-87.7195","41.94460"
"-87.7464","41.95863"
"-87.7509","41.83440"
"-87.7905","41.77426"
"-88.1603","41.99562"
"-87.7517","41.79464"
"-87.6966","41.77908"
"-87.7514","41.91953"
"-87.7777","41.91783"
"-87.6927","41.72882"
"-87.5377","41.61595"
"-87.5926","41.78659"
"-87.7656","41.85469"
"-87.7252","41.96107"
"-87.7507","41.83654"
"-88.2495","42.03821"
"-87.7347","41.97000"
"-87.7809","41.84246"
"-87.6814","41.78345"
"-87.7293","41.80998"
"-87.8045","41.72567"
"-87.7610","41.93577"
"-87.7727","41.85980"
"-87.7585","41.92282"
"-87.7513","42.03260"
"-87.6669","41.99171"
"-87.6195","41.68266"
"-88.2183","42.03134"
"-87.7252","41.89670"
"-87.7189","41.93189"
"-87.7476","41.86234"
"-88.1864","42.02770"
"-87.7334","41.84452"
"-87.6576","41.80427"
"-87.6986","41.76708"
"-87.7613","41.80012"
"-87.7798","41.82896"
"-87.7098","41.61094"
"-87.5551","41.66353"
"-87.7416","41.72675"
"-87.7030","41.82243"
"-87.8788","41.90793"
"-87.7768","41.79256"
"-87.6766","41.85674"
"-87.7678","41.86055"
"-87.7951","41.92981"
"-87.7696","41.78406"
"-87.8898","41.93483"
"-87.7054","41.84670"
"-87.7684","41.84759"
"-87.7664","41.85976"
"-87.7093","41.93215"
"-87.8025","41.72692"
"-87.7286","41.77044"
"-87.5516","41.73112"
"-87.7103","41.80837"
"-87.7282","41.93189"
"-88.2617","42.05700"
"-88.2522","42.04032"
"-87.7279","41.78096"
"-87.8758","41.92335"
"-87.8722","41.91494"
"-87.7248","41.77020"
"-87.6519","41.95742"
"-87.8000","41.85504"
"-87.6825","41.85474"
"-87.7171","41.80127"
"-87.8740","41.80241"
"-87.5821","41.75929"
"-87.6937","41.64206"
"-87.8372","41.81642"
"-87.6935","41.82396"
"-87.7543","41.91881"
"-87.7592","41.83096"
"-87.5470","41.70382"
"-87.7587","41.84888"
"-87.7191","41.76658"
"-87.6634","41.94893"
"-87.6875","41.97676"
"-87.9820","42.01586"
"-87.8537","41.75337"
"-87.9961","42.14157"
"-87.6653","41.85557"
"-87.9381","42.02107"
"-87.5319","41.68952"
"-87.7187","41.79561"
"-87.8234","41.83921"
"-87.6926","41.61549"
"-88.1555","41.99649"
"-87.8138","41.95028"
"-87.7767","41.94038"
"-87.6328","41.60320"
"-88.0068","42.12684"
"-87.6576","41.85419"
"-87.6913","41.90017"
"-87.7167","41.95566"
"-87.9486","42.11895"
"-87.7525","41.80978"
"-87.7240","41.84116"
"-87.7075","41.75897"
"-87.5445","41.63306"
"-87.7669","41.77651"
"-87.7424","41.81800"
"-87.7781","41.87134"
"-87.7998","41.91144"
"-87.6987","42.04695"
"-87.8381","41.75100"
"-87.7256","41.91732"
"-87.6721","41.81155"
"-87.6859","41.81900"
"-87.8540","42.04873"
"-87.7282","41.96874"
"-87.7186","41.80463"
"-87.7233","41.74402"
"-87.8479","41.83468"
"-87.7875","41.96917"
"-87.6771","41.85229"
"-87.6834","41.90108"
"-87.6577","42.00090"
"-87.7410","41.77131"
"-87.7328","41.90652"
"-87.7316","41.91180"
"-88.0304","42.11414"
"-87.7670","41.84840"
"-87.7992","41.91733"
"-87.7504","41.84617"
"-87.6951","41.98015"
"-87.7279","41.77664"
"-87.6418","41.85643"
"-87.7502","41.90970"
"-87.7218","41.79939"
"-87.9167","41.87096"
"-87.7577","41.95011"
"-87.7240","41.89436"
"-88.1752","42.00291"
"-88.2498","42.03824"
"-87.7108","41.97087"
"-87.9197","41.92514"
"-87.7106","41.83796"
"-87.6948","41.79976"
"-87.6759","41.81821"
"-87.7144","41.84636"
"-88.0014","42.00826"
"-87.6683","41.80421"
"-87.7649","41.93205"
"-87.7224","41.93554"
"-87.7771","41.82750"
"-87.6987","41.84610"
"-87.8643","41.88850"
"-87.7136","41.83760"
"-87.7835","41.96007"
"-87.9087","41.88672"
"-87.8460","41.81287"
"-87.7341","41.91152"
"-88.0353","42.05292"
"-87.7141","41.93382"
"-87.6933","41.76105"
"-87.7551","41.82787"
"-87.7451","41.58957"
"-87.5320","41.68443"
"-87.8832","41.85203"
"-87.7892","41.83099"
"-87.7809","41.85199"
"-87.6986","41.77617"
"-87.8056","41.72712"
"-87.5817","41.80249"
"-87.7578","41.85177"
"-87.6713","41.82689"
"-87.7470","41.68201"
"-87.7311","41.79027"
"-87.7730","41.86112"
"-87.7213","41.77647"
"-87.7976","41.92432"
"-87.8083","41.85903"
"-87.8663","41.92475"
"-87.7826","41.83924"
"-87.8219","41.75215"
"-87.7041","41.99179"
"-87.8993","42.10395"
"-87.7148","41.78451"
"-87.7495","41.79861"
"-87.7479","41.73661"
"-88.1533","42.03522"
"-87.7820","41.96198"
"-87.6892","42.00603"
"-87.7717","41.84534"
"-87.7439","41.72470"
"-87.9706","42.01594"
"-87.7098","41.69179"
"-87.6961","41.77701"
"-87.8035","41.77415"
"-87.7199","41.78325"
"-87.8964","41.60400"
"-87.7036","41.78430"
"-87.8381","41.89279"
"-87.7421","42.03264"
"-87.8565","41.95361"
"-87.7787","41.86060"
"-87.8579","41.91071"
"-87.6983","41.68925"
"-87.9087","41.87639"
"-87.7292","41.58908"
"-87.5881","41.79972"
"-88.1591","42.04134"
"-87.7981","41.92372"
"-87.7132","41.97137"
"-87.7588","41.83548"
"-87.8334","41.71304"
"-87.7718","41.78525"
"-87.7112","41.58671"
"-87.7546","41.83270"
"-87.7410","41.85614"
"-88.0031","42.00740"
"-87.7980","41.77488"
"-87.7088","41.83856"
"-87.7733","41.91766"
"-87.7626","41.72768"
"-87.7695","41.93514"
"-87.7278","41.94519"
"-87.9621","42.12088"
"-87.8581","41.89915"
"-87.6947","42.00194"
"-87.7058","41.98491"
"-87.7130","41.83777"
"-87.7794","41.72077"
"-87.5409","41.60297"
"-87.7158","41.75187"
"-87.9191","41.90167"
"-87.7685","41.86106"
"-87.5269","41.69992"
"-87.7877","41.91881"
"-87.7836","41.92200"
"-87.6714","42.00203"
"-87.7128","41.98816"
"-87.6286","41.90029"
"-87.7746","41.83199"
"-87.7808","41.85120"
"-87.8842","41.91124"
"-87.7932","41.93201"
"-87.7066","41.84213"
"-87.8834","41.88680"
"-87.6966","41.75844"
"-87.6790","42.01765"
"-87.7288","41.78462"
"-87.7357","41.79714"
"-87.8774","41.90576"
"-87.6948","41.79160"
"-87.6651","41.80316"
"-87.7158","41.97054"
"-87.7739","41.82567"
"-87.7505","41.86428"
"-87.7838","41.72828"
"-87.6808","41.85041"
"-87.6811","41.82333"
"-87.5356","41.69646"
"-87.7780","41.84012"
"-87.8027","41.82828"
"-87.7658","41.85096"
"-87.6752","41.96627"
"-87.7517","41.85250"
"-87.7145","41.84960"
"-87.6940","41.83127"
"-87.9724","42.03687"
"-87.8798","41.93157"
"-87.7226","41.80413"
"-87.7085","41.96399"
"-87.6971","41.79392"
"-87.7282","41.96567"
"-87.6748","41.96376"
"-87.7493","41.85907"
"-87.8365","41.87331"
"-87.7190","41.82644"
"-87.6961","41.91822"
"-87.6491","41.79683"
"-87.7501","41.83958"
"-87.6850","41.76610"
"-88.1557","42.00421"
"-87.7542","41.94207"
"-87.6878","41.61908"
"-87.8837","41.90485"
"-87.7826","41.85365"
"-87.7254","41.83870"
"-87.6991","41.79760"
"-87.5412","41.70328"
"-87.7719","41.84097"
"-87.6742","41.80331"
"-87.7075","41.89969"
"-87.7504","41.96936"
"-87.7385","41.73710"
"-87.7513","41.83396"
"-87.6682","41.81650"
"-87.7012","41.87141"
"-87.9051","41.92187"
"-87.6847","41.67182"
"-87.7233","41.76715"
"-87.5362","41.71137"
"-87.6474","41.48085"
"-87.7482","41.73046"
"-87.7152","41.96139"
"-87.6555","41.97235"
"-87.6749","41.49939"
"-87.7117","41.90888"
"-87.8442","42.07672"
"-87.9334","42.13398"
"-87.7621","41.69134"
"-87.8922","41.91124"
"-87.7080","41.91138"
"-87.8430","42.04311"
"-87.9278","42.09023"
"-87.6891","42.01984"
"-87.6723","41.80147"
"-87.6653","41.81849"
"-88.1612","42.02462"
"-87.8948","42.06688"
"-87.6807","41.99582"
"-87.8841","42.02528"
"-87.6740","41.82124"
"-87.7485","41.92963"
"-88.0634","42.12888"
"-87.6908","41.83316"
"-87.6840","41.81375"
"-87.7185","41.76482"
"-87.7522","41.85981"
"-87.7163","41.83720"
"-87.7085","41.80025"
"-87.7253","41.84272"
"-87.7166","41.75990"
"-88.1526","41.99958"
"-87.7270","41.96830"
"-87.6663","41.95185"
"-87.7345","41.96229"
"-87.6702","41.69529"
"-87.7536","41.92064"
"-87.9175","41.90767"
"-87.6760","41.77178"
"-87.7229","41.79613"
"-87.7291","41.95558"
"-87.7377","41.96344"
"-87.7534","41.92991"
"-87.6708","41.99483"
"-87.7004","41.80828"
"-87.6821","41.85040"
"-87.7351","41.72889"
"-87.7138","41.97367"
"-87.6854","41.84242"
"-87.7114","41.96154"
"-87.6423","41.50143"
"-87.7563","41.92133"
"-87.9381","42.13983"
"-87.7505","41.85926"
"-87.5556","41.61909"
"-87.7633","41.74527"
"-87.7230","41.87846"
"-87.8520","41.89071"
"-87.6483","41.83808"
"-87.7048","41.80878"
"-87.8372","41.81849"
"-87.7283","41.84351"
"-87.9063","42.01053"
"-87.7651","41.92817"
"-87.5407","41.70312"
"-87.7832","41.80259"
"-87.7687","41.85472"
"-87.7218","41.95127"
"-87.7921","41.85843"
"-87.7313","41.90338"
"-87.7597","41.79400"
"-87.7154","41.96153"
"-87.6840","41.67100"
"-87.8770","42.02938"
"-88.0079","42.13646"
"-87.7209","41.77195"
"-87.7802","41.82676"
"-87.7108","41.79694"
"-87.7237","41.74605"
"-87.6442","41.50299"
"-87.7279","41.84687"
"-87.7169","41.93344"
"-87.8983","41.88209"
"-87.7050","41.93942"
"-87.5585","41.56620"
